,year,office_consolidated,vote_share,winner,incumbent,pid_est,gender_est,race_est,loser,incumbent_win,incumbent_lose,random
93813,2010,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.9967666664
52759,2005,Mayor,0.52,1,0,Democrat,Male,Caucasian,0,0,1,0.007891343717
124203,2003,Mayor,0,0,0,Republican,Male,Caucasian,1,0,1,0.01784802516
73423,2005,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1,0.06896142785
110056,2000,Mayor,0.26,0,0,Democrat,Male,Caucasian,1,0,1,0.2827785169
68010,2021,Mayor,0.5,1,1,Democrat,Female,Caucasian,0,1,0,0.5122508722
54074,2009,Mayor,0.64,1,1,Republican,Male,Caucasian,0,1,0,0.2670358316
53961,2007,Mayor,0.58,1,1,Democrat,Female,Caucasian,0,1,0,0.06215020077
85233,2000,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.76237047
62194,2018,Mayor,0.51,1,1,Republican,Male,Caucasian,0,1,0,0.2702002779
52175,2012,Mayor,0.36,0,0,Unknown,Male,Hispanic,1,0,1,0.8867689756
273,1995,Mayor,0.6,1,1,Democrat,Male,Caucasian,0,1,0,0.705286267
63564,2014,Mayor,0.38,1,0,Democrat,Female,Caucasian,0,0,1,0.01193259365
115915,2001,Mayor,0,0,0,Republican,Male,Caucasian,1,0,1,0.04194876848
109707,2012,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1,0.6416839284
21726,2003,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.5903732773
69454,1995,Mayor,0.6,1,0,Republican,Female,Caucasian,0,0,1,0.3319534159
8542,1999,Mayor,0.61,1,1,Republican,Male,Caucasian,0,1,0,0.3549732216
42104,2009,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.7814987387
71561,1995,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.3156177999
125201,2002,Mayor,0,0,0,Unknown,Unknown,Unknown,1,0,1,0.2393453718
66652,1995,Mayor,0.16,0,0,Republican,Male,Caucasian,1,0,1,0.4888556119
48467,2013,Mayor,0.7,1,1,Republican,Male,Caucasian,0,1,0,0.07029773336
77989,2014,Mayor,0.61,1,0,Republican,Male,Caucasian,0,0,1,0.4664583711
70141,2005,Mayor,0.45,0,0,Republican,Male,Caucasian,1,0,1,0.3470812597
89825,2006,Mayor,0.52,1,0,Republican,Male,Caucasian,0,0,1,0.6438867723
108821,2018,Mayor,0.04,0,0,Democrat,Male,Hispanic,1,0,1,0.5531790065
49762,2005,Mayor,0.39,0,0,Democrat,Male,Hispanic,1,0,1,0.6686205984
7833,2002,Mayor,0.56,1,1,Democrat,Male,Hispanic,0,1,0,0.1937941497
58623,2015,Mayor,0.87,1,1,Republican,Female,Caucasian,0,1,0,0.7625833745
24871,2012,Mayor,0.42,0,0,Republican,Male,Caucasian,1,0,1,0.336296143
76139,1997,Mayor,0.59,1,0,Democrat,Male,Caucasian,0,0,1,0.3371304542
64564,2017,Mayor,0.48,1,1,Democrat,Male,Caucasian,0,1,0,0.8018139791
24960,2017,Mayor,0.13,0,1,Democrat,Female,Caucasian,1,0,1,0.6343973953
8013,2000,Mayor,0.46,0,0,Democrat,Male,Caucasian,1,0,1,0.07527141546
30874,2017,Mayor,0.63,1,1,Republican,Male,Caucasian,0,1,0,0.2344756072
520,1993,Mayor,0.46,0,0,Democrat,Unknown,Asian,1,0,1,0.6141836561
59006,2001,Mayor,0.21,0,0,Unknown,Male,Caucasian,1,0,1,0.9812807409
51843,2009,Mayor,0.67,1,1,Democrat,Male,Caucasian,0,1,0,0.4421519203
96425,2017,Mayor,0.23,0,0,Republican,Female,Caucasian,1,0,1,0.8466118092
47320,2009,Mayor,0.32,0,0,Democrat,Male,Caucasian,1,0,1,0.9895183935
65259,2009,Mayor,0.38,0,0,Democrat,Male,Hispanic,1,0,1,0.1953997486
38444,2003,Mayor,0.85,1,1,Democrat,Male,Caucasian,0,1,0,0.5725266724
59771,2002,Mayor,0.34,1,0,Republican,Male,Caucasian,0,0,1,0.8872700547
28188,2019,Mayor,0.79,1,1,Republican,Male,Caucasian,0,1,0,0.6181421919
52705,1998,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.2801782067
102869,2013,Mayor,0.07,0,0,Unknown,Male,Caucasian,1,0,1,0.3821169498
51919,2017,Mayor,0.57,1,0,Republican,Male,Black,0,0,1,0.9490277082
85444,1994,Mayor,0.48,0,0,Unknown,Male,Caucasian,1,0,1,0.06375542505
86054,1993,Mayor,1,1,0,Republican,Male,Caucasian,0,0,1,0.331978933
29642,1997,Mayor,0.53,1,0,Democrat,Male,Caucasian,0,0,1,0.6860984079
43274,2010,Mayor,0.26,0,0,Republican,Male,Caucasian,1,0,1,0.4338640577
76183,2017,Mayor,0.4,0,0,Republican,Male,Caucasian,1,0,1,0.1319580732
45602,2015,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1,0.5921180904
36195,2020,Mayor,0.33,1,0,Republican,Male,Caucasian,0,0,1,0.2546078422
373,1993,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1,0.4164297125
7337,2020,Mayor,0.84,1,1,Republican,Female,Asian,0,1,0,0.9202734913
79621,2020,Mayor,0.1,0,0,Unknown,Male,Caucasian,1,0,1,0.6975383928
68921,2015,Mayor,0.81,1,1,Democrat,Male,Caucasian,0,1,0,0.2943336365
34423,1995,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.0200157753
51863,2003,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1,0.2138875981
59482,2005,Mayor,0.25,0,0,Democrat,Female,Black,1,0,1,0.2633505024
49154,2021,Mayor,0.21,0,0,Democrat,Female,Black,1,0,1,0.3587836945
42275,2015,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1,0.2182177341
117375,2009,Mayor,0,0,0,Democrat,Female,Black,1,0,1,0.3571389867
40723,2010,Mayor,0.42,0,0,Unknown,Male,Caucasian,1,0,1,0.3415846024
75004,1998,Mayor,0.21,0,0,Republican,Male,Caucasian,1,0,1,0.358770393
115963,2007,Mayor,0.03,0,0,Democrat,Male,Black,1,0,1,0.7145459385
124124,2009,Mayor,0,0,0,Republican,Male,Caucasian,1,0,1,0.8528658083
47135,2007,Mayor,0.8,1,1,Republican,Male,Caucasian,0,1,0,0.6178769886
81236,2021,Mayor,0.24,0,0,Unknown,Unknown,Unknown,1,0,1,0.1698468161
10195,1993,Mayor,0.5,0,0,Democrat,Male,Caucasian,1,0,1,0.6977425973
44740,2003,Mayor,0.61,1,1,Republican,Male,Caucasian,0,1,0,0.7200351555
9297,2004,Mayor,0.6,1,1,Democrat,Female,Caucasian,0,1,0,0.4314495565
66458,2006,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.3148745045
116001,2009,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1,0.8223234566
126416,2018,Mayor,0.12,0,0,Democrat,Male,Caucasian,1,0,1,0.07465151552
14065,2021,Mayor,0.66,1,0,Democrat,Unknown,Asian,0,0,1,0.8336223765
122759,2006,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.3375979194
93132,2018,Mayor,0.05,0,0,Democrat,Female,Black,1,0,1,0.721869596
22219,2011,Mayor,0.39,0,0,Democrat,Female,Caucasian,1,0,1,0.4897608857
73848,2009,Mayor,0.83,1,1,Republican,Male,Caucasian,0,1,0,0.9362327421
52578,2021,Mayor,0.78,1,1,Democrat,Male,Caucasian,0,1,0,0.7770460019
54101,2001,Mayor,0.22,0,1,Republican,Male,Caucasian,1,0,1,0.7268526815
91262,1994,Mayor,0.3,0,0,Democrat,Male,Black,1,0,1,0.437437439
80733,2009,Mayor,0.24,0,0,Democrat,Female,Caucasian,1,0,1,0.743716906
110897,2007,Mayor,0.04,0,0,Democrat,Male,Black,1,0,1,0.1027769677
120684,1998,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1,0.2292851342
8313,2005,Mayor,0.55,1,0,Democrat,Male,Caucasian,0,0,1,0.5189602156
52667,2013,Mayor,0.52,1,0,Unknown,Male,Caucasian,0,0,1,0.511243336
120045,2013,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1,0.5774271379
119809,2013,Mayor,0.03,0,0,Republican,Male,Hispanic,1,0,1,0.3132442592
120880,2019,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1,0.248957079
82188,1999,Mayor,0.4,0,0,Unknown,Male,Hispanic,1,0,1,0.4261691675
32256,1995,Mayor,0.55,1,0,Republican,Male,Caucasian,0,0,1,0.7757208712
47673,2011,Mayor,0.71,1,1,Democrat,Male,Caucasian,0,1,0,0.8533270259
66586,2000,Mayor,0.19,0,0,Unknown,Female,Caucasian,1,0,1,0.8751142512
29925,2018,Mayor,0.53,1,1,Republican,Male,Caucasian,0,1,0,0.07122440108
36204,2003,Mayor,0.59,1,0,Democrat,Male,Caucasian,0,0,1,0.4080426703
97966,2015,Mayor,0.08,0,0,Unknown,Unknown,Unknown,1,0,1,0.2723505185
104914,2021,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1,0.08711931549
90036,1995,Mayor,0.14,0,0,Republican,Male,Caucasian,1,0,1,0.6952114586
43792,2017,Mayor,0.47,0,0,Republican,Male,Caucasian,1,0,1,0.1718693965
106026,2013,Mayor,0.09,0,0,Republican,Male,Caucasian,1,0,1,0.5451201498
23776,2016,Mayor,0.37,0,1,Democrat,Male,Hispanic,1,0,1,0.4968263982
51197,1997,Mayor,0.51,1,0,Republican,Male,Caucasian,0,0,1,0.7906398037
16469,2008,Mayor,0.91,1,1,Unknown,Unknown,Caucasian,0,1,0,0.5858041185
60947,2011,Mayor,0.51,1,0,Democrat,Male,Caucasian,0,0,1,0.8368464662
65060,2018,Mayor,0.14,0,0,Republican,Male,Black,1,0,1,0.4562022154
97238,1993,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.8575989825
73814,2001,Mayor,0.64,1,0,Unknown,Unknown,Caucasian,0,0,1,0.1486503397
20800,2017,Mayor,0.7,1,1,Republican,Female,Caucasian,0,1,0,0.3727982788
34368,2003,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1,0.1204323636
57038,1997,Mayor,1,1,1,Republican,Female,Caucasian,0,1,0,0.5193056634
1466,1999,Mayor,0.28,0,0,Democrat,Male,Black,1,0,1,0.709908793
115479,2002,Mayor,0.03,0,0,Unknown,Male,Hispanic,1,0,1,0.750038092
28622,2016,Mayor,0.57,1,0,Unknown,Female,Caucasian,0,0,1,0.660637029
89025,2013,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.3471435109
67770,2004,Mayor,0.22,0,0,Republican,Male,Caucasian,1,0,1,0.6382755864
122022,1999,Mayor,0,0,0,Republican,Unknown,Unknown,1,0,1,0.922593951
64533,1998,Mayor,0.3,0,0,Unknown,Unknown,Caucasian,1,0,1,0.1839661316
120210,2009,Mayor,0.03,0,0,Republican,Unknown,Asian,1,0,1,0.8516469882
47839,2007,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1,0.2311654164
72972,2013,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.5181787344
9025,2013,Mayor,0.53,1,0,Democrat,Male,Black,0,0,1,0.2284138676
8299,1997,Mayor,0.5,0,0,Democrat,Female,Black,1,0,1,0.1007635369
41185,2005,Mayor,0.88,1,1,Democrat,Male,Caucasian,0,1,0,0.820978717
57765,1995,Mayor,0.67,1,0,Republican,Male,Caucasian,0,0,1,0.9775768981
64227,2005,Mayor,0.58,1,0,Republican,Female,Caucasian,0,0,1,0.6655130973
81075,1999,Mayor,0.28,0,0,Republican,Male,Caucasian,1,0,1,0.3378612563
33562,2017,Mayor,0.81,1,1,Democrat,Female,Caucasian,0,1,0,0.202776996
60956,2013,Mayor,0.84,1,0,Democrat,Male,Caucasian,0,0,1,0.2470752144
35618,2011,Mayor,0.39,0,1,Democrat,Male,Hispanic,1,0,1,0.4661401842
95084,2014,Mayor,0.12,0,0,Republican,Male,Caucasian,1,0,1,0.7893315771
43047,2014,Mayor,0.36,0,0,Democrat,Male,Black,1,0,1,0.3332261442
18943,2007,Mayor,0.48,0,1,Democrat,Male,Caucasian,1,0,1,0.3998229792
120809,2019,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1,0.06298164237
36127,2008,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1,0.5752699921
118466,2017,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1,0.7321125502
50462,2021,Mayor,0.26,0,1,Republican,Male,Caucasian,1,0,1,0.6137644839
114993,2005,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1,0.9777833475
27069,2011,Mayor,0.7,1,1,Democrat,Male,Black,0,1,0,0.2666001201
85571,2008,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1,0.6554322985
56746,2019,Mayor,0.84,1,1,Republican,Female,Caucasian,0,1,0,0.3917941423
106262,2013,Mayor,0.03,0,0,Republican,Female,Caucasian,1,0,1,0.9723245682
42678,1995,Mayor,0.52,1,1,Democrat,Unknown,Caucasian,0,1,0,0.1681394032
89919,1994,Mayor,1,1,0,Unknown,Unknown,Hispanic,0,0,1,0.9029989055
122410,2007,Mayor,0.01,0,0,Unknown,Unknown,Caucasian,1,0,1,0.77404277
94037,1996,Mayor,0.32,0,0,Republican,Male,Caucasian,1,0,1,0.2291284694
34350,2007,Mayor,0.54,1,0,Democrat,Male,Caucasian,0,0,1,0.8494875296
33084,1997,Mayor,0.3,0,0,Republican,Female,Black,1,0,1,0.07371067978
97508,2009,Mayor,0.07,0,0,Republican,Male,Hispanic,1,0,1,0.5627115495
21562,2015,Mayor,0.62,1,0,Republican,Male,Caucasian,0,0,1,0.971241276
34774,2004,Mayor,0.66,1,1,Democrat,Male,Caucasian,0,1,0,0.7942516571
49466,2003,Mayor,0.46,0,0,Democrat,Female,Caucasian,1,0,1,0.1880636691
75313,2014,Mayor,0.19,0,0,Unknown,Male,Caucasian,1,0,1,0.2566274629
80976,2000,Mayor,0.08,0,0,Unknown,Female,Caucasian,1,0,1,0.4899829759
21696,2008,Mayor,0.63,1,0,Republican,Male,Asian,0,0,1,0.2930049293
2576,2012,Mayor,0.69,1,1,Republican,Male,Caucasian,0,1,0,0.8601917733
39433,2008,Mayor,0.06,0,0,Democrat,Male,Caucasian,1,0,1,0.4757021862
2754,2003,Mayor,0.47,0,0,Democrat,Male,Caucasian,1,0,1,0.7653922491
5900,2020,Mayor,0.13,0,0,Republican,Male,Caucasian,1,0,1,0.866507915
120229,2015,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1,0.6206608702
35908,1996,Mayor,0.44,0,0,Republican,Male,Caucasian,1,0,1,0.1447340941
115197,2011,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1,0.7361588523
10639,2020,Mayor,0.44,0,1,Democrat,Male,Black,1,0,1,0.5731055029
118173,2018,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1,0.5664389993
59016,2017,Mayor,0.39,0,0,Democrat,Female,Caucasian,1,0,1,0.6015009636
109905,1993,Mayor,0.03,0,0,Unknown,Unknown,Caucasian,1,0,1,0.8041570798
17150,1996,Mayor,0.74,1,1,Democrat,Female,Caucasian,0,1,0,0.5278441577
4215,2019,Mayor,0.56,1,1,Democrat,Male,Black,0,1,0,0.2459101414
46159,2021,Mayor,0.64,1,0,Democrat,Unknown,Caucasian,0,0,1,0.09584868941
27424,1998,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1,0.3432640444
63614,2012,Mayor,0.27,0,0,Democrat,Male,Caucasian,1,0,1,0.8407375446
102238,2020,Mayor,0.05,0,0,Republican,Male,Caucasian,1,0,1,0.5744941814
18440,2020,Mayor,1,1,1,Democrat,Unknown,Caucasian,0,1,0,0.8544890146
84564,2020,Mayor,0.03,0,0,Republican,Female,Caucasian,1,0,1,0.8229670359
74785,2005,Mayor,0.13,0,0,Unknown,Male,Hispanic,1,0,1,0.9677415558
81674,2018,Mayor,0.18,0,0,Unknown,Male,Caucasian,1,0,1,0.6203811815
53452,2002,Mayor,0.21,0,0,Democrat,Male,Caucasian,1,0,1,0.0004774343484
44910,2007,Mayor,1,1,1,Democrat,Female,Caucasian,0,1,0,0.6543342065
120091,2006,Mayor,0.01,0,0,Unknown,Female,Caucasian,1,0,1,0.1603820738
51228,1999,Mayor,0.26,0,0,Democrat,Female,Caucasian,1,0,1,0.3000835588
55780,1995,Mayor,0.82,1,1,Democrat,Male,Caucasian,0,1,0,0.1368498427
51672,1993,Mayor,0.41,0,1,Democrat,Female,Caucasian,1,0,1,0.01924369907
64223,2017,Mayor,0.73,1,0,Democrat,Female,Caucasian,0,0,1,0.2986120074
31617,2001,Mayor,0.74,1,1,Democrat,Male,Caucasian,0,1,0,0.3799542881
67822,2005,Mayor,0.72,1,0,Unknown,Unknown,Caucasian,0,0,1,0.3306545537
111929,2000,Mayor,0.31,0,0,Unknown,Male,Caucasian,1,0,1,0.7533359448
112367,2017,Mayor,0,0,0,Unknown,Unknown,Caucasian,1,0,1,0.8963568624
124067,2003,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.6925158068
78697,2009,Mayor,0.23,0,0,Republican,Male,Caucasian,1,0,1,0.5666242545
85254,1993,Mayor,0.56,1,0,Republican,Female,Caucasian,0,0,1,0.8189747825
67137,2015,Mayor,0.14,0,0,Democrat,Female,Caucasian,1,0,1,0.4803406778
1677,1997,Mayor,0.53,1,0,Democrat,Male,Black,0,0,1,0.1453884257
90261,1993,Mayor,0.34,0,0,Republican,Male,Caucasian,1,0,1,0.4789897109
120177,2004,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1,0.02657300479
65859,1993,Mayor,0.16,0,0,Republican,Male,Caucasian,1,0,1,0.8601676079
80301,1993,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1,0.9258030971
68859,2006,Mayor,0.47,0,0,Republican,Female,Caucasian,1,0,1,0.3154456247
44151,2016,Mayor,0.27,0,0,Republican,Male,Caucasian,1,0,1,0.4409583861
11096,2016,Mayor,0.99,1,0,Republican,Male,Caucasian,0,0,1,0.03126632247
21103,2015,Mayor,0.89,1,1,Democrat,Male,Black,0,1,0,0.2851282961
60407,2001,Mayor,0.15,0,0,Unknown,Male,Caucasian,1,0,1,0.6390362675
72542,2011,Mayor,0.34,0,0,Republican,Male,Caucasian,1,0,1,0.3440265022
52410,2014,Mayor,0.49,0,1,Democrat,Male,Caucasian,1,0,1,0.5821879595
58353,2000,Mayor,0.12,0,0,Democrat,Male,Caucasian,1,0,1,0.4255366109
29316,2021,Mayor,0.53,1,0,Democrat,Female,Caucasian,0,0,1,0.2317364302
71149,1997,Mayor,0.68,1,1,Republican,Female,Caucasian,0,1,0,0.7157470097
30723,2018,Mayor,0.25,0,1,Democrat,Female,Black,1,0,1,0.5138810254
29017,1993,Mayor,0.6,1,1,Unknown,Unknown,Caucasian,0,1,0,0.3048810797
52371,1998,Mayor,0.41,0,1,Democrat,Male,Caucasian,1,0,1,0.02776150771
17600,2019,Mayor,0.45,0,0,Republican,Female,Caucasian,1,0,1,0.9426603983
100995,1996,Mayor,0.05,0,0,Unknown,Unknown,Black,1,0,1,0.3209490611
124157,1994,Mayor,0,0,0,Unknown,Female,Caucasian,1,0,1,0.6260476331
37165,2014,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.6751475053
39806,2002,Mayor,0.73,1,1,Democrat,Male,Caucasian,0,1,0,0.8663224128
62286,2016,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1,0.03353025974
53654,2007,Mayor,0.55,1,1,Democrat,Male,Caucasian,0,1,0,0.8834946184
580,2015,Mayor,0.44,0,0,Democrat,Unknown,Hispanic,1,0,1,0.5009003696
35682,1993,Mayor,0.14,0,0,Republican,Female,Caucasian,1,0,1,0.3437237284
116281,1999,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1,0.6733205367
55834,2003,Mayor,0.53,1,0,Democrat,Male,Caucasian,0,0,1,0.102385692
34563,1998,Mayor,0.56,1,0,Republican,Female,Caucasian,0,0,1,0.2380213519
98309,2012,Mayor,0.04,0,0,Democrat,Female,Caucasian,1,0,1,0.2075328434
92316,2001,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.2383948383
122132,2013,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1,0.8246683144
116342,1993,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1,0.8619733625
101828,2018,Mayor,0.01,0,0,Democrat,Male,Asian,1,0,1,0.8860804518
111159,2009,Mayor,0.06,0,0,Unknown,Unknown,Unknown,1,0,1,0.8988637084
15203,2004,Mayor,0.53,1,0,Unknown,Unknown,Caucasian,0,0,1,0.971644613
57,2001,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1,0.2796604095
29823,2016,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.9713235658
122263,2007,Mayor,0,0,0,Unknown,Male,Black,1,0,1,0.5590357407
27779,2004,Mayor,0.7,1,1,Democrat,Male,Caucasian,0,1,0,0.4440273155
93715,2017,Mayor,0.15,0,0,Democrat,Male,Black,1,0,1,0.4157507423
36974,2013,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.7075986148
30525,2016,Mayor,0.6,1,1,Republican,Female,Black,0,1,0,0.3216383671
80700,2003,Mayor,0.56,1,1,Democrat,Female,Caucasian,0,1,0,0.708168166
119373,2002,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1,0.4491819121
81328,2016,Mayor,0.05,0,0,Unknown,Female,Hispanic,1,0,1,0.7147922482
74074,2007,Mayor,0.18,0,0,Unknown,Male,Hispanic,1,0,1,0.6757832587
48010,1997,Mayor,0.39,0,0,Democrat,Male,Caucasian,1,0,1,0.1610922649
35830,2017,Mayor,1,1,1,Democrat,Female,Caucasian,0,1,0,0.5669432881
15800,2001,Mayor,0.35,0,1,Democrat,Female,Black,1,0,1,0.2566296756
32487,2019,Mayor,0.85,1,1,Democrat,Male,Caucasian,0,1,0,0.4227445075
49608,2006,Mayor,0.06,0,0,Republican,Male,Caucasian,1,0,1,0.7671663026
126082,2012,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.6227403467
31514,2001,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.01810010435
90940,1996,Mayor,0.21,0,0,Unknown,Male,Caucasian,1,0,1,0.4522514995
53146,2001,Mayor,0.58,1,1,Republican,Male,Caucasian,0,1,0,0.3156748691
5099,2006,Mayor,0.41,0,0,Democrat,Female,Hispanic,1,0,1,0.5149017143
86104,2020,Mayor,0.34,1,1,Republican,Male,Black,0,1,0,0.6656094202
125775,2009,Mayor,1,1,1,Democrat,Male,Black,0,1,0,0.4868801143
43340,2008,Mayor,0.42,0,0,Unknown,Male,Caucasian,1,0,1,0.6612732069
58360,2003,Mayor,0.34,0,0,Republican,Male,Caucasian,1,0,1,0.9308989107
70001,2011,Mayor,0.26,1,0,Democrat,Male,Caucasian,0,0,1,0.4292704883
89550,2018,Mayor,0.01,0,0,Unknown,Female,Caucasian,1,0,1,0.8232598579
75619,2021,Mayor,0.22,0,0,Unknown,Female,Caucasian,1,0,1,0.478231284
108409,2017,Mayor,0.07,0,0,Republican,Female,Caucasian,1,0,1,0.3451054729
12823,2000,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.5688118474
67075,2003,Mayor,0.38,0,0,Republican,Male,Caucasian,1,0,1,0.9161963742
41579,2020,Mayor,0.14,0,0,Republican,Male,Caucasian,1,0,1,0.3845785673
20015,2009,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1,0.8019310205
97802,2015,Mayor,0.3,0,0,Unknown,Female,Black,1,0,1,0.8629057273
20313,1995,Mayor,0.78,1,0,Democrat,Male,Caucasian,0,0,1,0.3754422236
8557,2014,Mayor,0.64,1,1,Democrat,Male,Caucasian,0,1,0,0.7737041612
71748,2012,Mayor,0.57,1,0,Republican,Male,Caucasian,0,0,1,0.06822239025
91254,2001,Mayor,0.02,0,0,Republican,Female,Caucasian,1,0,1,0.1962869389
124766,1998,Mayor,1,1,1,Republican,Female,Caucasian,0,1,0,0.5747313945
32774,1993,Mayor,0.15,0,0,Democrat,Male,Caucasian,1,0,1,0.3286632699
49941,2020,Mayor,0.19,0,0,Democrat,Male,Hispanic,1,0,1,0.196833348
107481,1994,Mayor,0,0,0,Democrat,Male,Black,1,0,1,0.9098538394
16142,1997,Mayor,0.48,1,0,Democrat,Male,Caucasian,0,0,1,0.608825586
22119,2021,Mayor,0.37,0,0,Democrat,Male,Caucasian,1,0,1,0.9883846636
109588,1999,Mayor,0.46,0,0,Democrat,Male,Caucasian,1,0,1,0.4075203621
111987,1996,Mayor,0.35,0,0,Republican,Female,Caucasian,1,0,1,0.826013967
20977,1999,Mayor,0.63,1,1,Democrat,Male,Black,0,1,0,0.7767038836
345,2007,Mayor,0.71,1,1,Democrat,Male,Caucasian,0,1,0,0.08517067464
31562,2019,Mayor,0.46,0,0,Democrat,Female,Caucasian,1,0,1,0.4618315681
61532,2003,Mayor,0.28,0,0,Republican,Unknown,Caucasian,1,0,1,0.7648560167
119460,2014,Mayor,0,0,0,Democrat,Female,Caucasian,1,0,1,0.1176590774
89937,2007,Mayor,0.71,1,0,Republican,Male,Caucasian,0,0,1,0.4793257749
118767,1999,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1,0.3854123214
68971,2017,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1,0.9263011893
126170,2013,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.7819479708
80002,2000,Mayor,0.21,0,0,Democrat,Male,Hispanic,1,0,1,0.7794447879
46370,1999,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.4741598354
48774,1999,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.7292065291
85678,1996,Mayor,0.53,1,1,Republican,Unknown,Caucasian,0,1,0,0.1787747826
48450,2010,Mayor,0.4,0,1,Democrat,Male,Hispanic,1,0,1,0.1558383093
66643,1993,Mayor,0.05,0,0,Democrat,Male,Hispanic,1,0,1,0.009915858386
54456,2001,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1,0.5704635757
37379,2012,Mayor,0.5,1,0,Democrat,Male,Caucasian,0,0,1,0.9117702418
69204,2001,Mayor,0.18,0,0,Republican,Male,Black,1,0,1,0.829766618
122206,2013,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.006895719233
73589,2007,Mayor,0.33,0,0,Republican,Male,Black,1,0,1,0.4954559061
123002,1993,Mayor,0,0,0,Republican,Male,Caucasian,1,0,1,0.485761453
19972,2005,Mayor,0.39,0,0,Republican,Male,Caucasian,1,0,1,0.05260035768
15964,1995,Mayor,0.24,0,0,Republican,Unknown,Caucasian,1,0,1,0.6118084173
21986,2015,Mayor,0.47,0,0,Republican,Male,Caucasian,1,0,1,0.9558093799
25870,1995,Mayor,0.47,0,0,Democrat,Male,Caucasian,1,0,1,0.6485104879
170,1999,Mayor,0.72,1,1,Democrat,Male,Caucasian,0,1,0,0.2767199014
35031,1997,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1,0.4886312655
13027,2013,Mayor,0.85,1,0,Democrat,Male,Caucasian,0,0,1,0.6711889867
62539,1993,Mayor,0.55,1,1,Democrat,Female,Caucasian,0,1,0,0.01723257972
30386,2009,Mayor,0.46,0,1,Democrat,Male,Caucasian,1,0,1,0.2639120909
14254,2012,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1,0.6332598434
48618,2003,Mayor,0.52,1,0,Democrat,Male,Caucasian,0,0,1,0.1089672824
