contest,fips,geo_name,year,month,votes,vote_share,incumbent,winner,n_winners,prob_democrat,prob_republican,pid_est,prob_male,prob_female,gender_est,prob_black,prob_white,prob_hispanic,prob_asian,prob_other,race_est,contributor.cfscore,bonica.cid,loc_per_wmn,loc_per_white,loc_per_black,loc_per_hisp,loc_per_asian,candidate_count
2507000_2017_11_boston_MA_Mayor_mayor_1,2507000,boston,2017,11.0,38.0,0.0,0.0,lose,1,0.74,0.26,D,0.99,0.01,M,0.01,0.99,0.0,0.0,0.0,caucasian,-1.17,35224849652.0,0.520238917110792,0.531478019192687,0.249667449067094,0.191276995122822,0.119884975208588,3
2507000_2017_11_boston_MA_Mayor_mayor_1,2507000,boston,2017,11.0,36472.0,0.34,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.44,2803917758.0,0.520238917110792,0.531478019192687,0.249667449067094,0.191276995122822,0.119884975208588,3
2509000_2015_11_brockton_MA_Mayor_mayor_1,2509000,brockton,2015,11.0,6735.0,0.44,0.0,lose,1,0.65,0.35,D,1.0,0.0,M,0.01,0.98,0.01,0.0,0.0,caucasian,-0.15,30287184805.0,0.52138863270389,0.414154398138557,0.383992439091062,0.105320122539613,0.0841281906936229,2
2509000_2017_11_brockton_MA_Mayor_mayor_1,2509000,brockton,2017,11.0,8.0,0.0,0.0,lose,1,0.25,0.75,R,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.5,2330672170.0,0.522264733903984,0.392966141404213,0.412758373260692,0.107550506061375,0.0585192601700914,3
2509000_2017_11_brockton_MA_Mayor_mayor_1,2509000,brockton,2017,11.0,5556.0,0.45,0.0,lose,1,0.98,0.02,D,1.0,0.0,M,0.63,0.22,0.07,0.07,0.01,black,-0.76,35197378729.0,0.522264733903984,0.392966141404213,0.412758373260692,0.107550506061375,0.0585192601700914,3
2509000_2021_11_brockton_MA_Mayor_mayor_1,2509000,brockton,2021,11.0,3194.0,0.28,0.0,lose,1,0.73,0.27,D,0.0,1.0,F,1.0,0.0,0.0,0.0,0.0,black,,,,,,,,2
2523000_2005_11_fall river_MA_Mayor_mayor_1,2523000,fall river,2005,11.0,7479.0,0.39,0.0,lose,1,0.68,0.32,D,0.92,0.08,M,0.01,0.43,0.55,0.01,0.0,hispanic,-0.1,3734293150.0,0.528981558399004,0.891067758624549,0.031919222773601,0.0534573775176668,0.0479232957054303,2
2523000_2009_11_fall river_MA_Mayor_mayor_1,2523000,fall river,2009,11.0,10874.0,0.61,0.0,win,1,0.9,0.1,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.31,29175895117.0,0.525923032140766,0.874604381935248,0.0375890394183775,0.069770670164618,0.0573467938068974,2
2523000_2011_11_fall river_MA_Mayor_mayor_1,2523000,fall river,2011,11.0,7430.0,0.45,0.0,lose,1,0.78,0.22,D,0.02,0.98,F,0.02,0.97,0.0,0.0,0.0,caucasian,0.12,5000003514200642.0,0.524109200336011,0.864048938025204,0.0409656911809379,0.0770024212859742,0.0556621907324919,2
2523000_2013_11_fall river_MA_Mayor_mayor_1,2523000,fall river,2013,11.0,3794.0,0.31,0.0,lose,1,0.93,0.07,D,1.0,0.0,M,0.04,0.9,0.05,0.01,0.0,caucasian,-0.74,2395706045.0,0.52201079985562,0.851169738549766,0.0448840863836704,0.0833092772052111,0.0475812355329474,2
2523000_2014_12_fall river_MA_Mayor_mayor_1,2523000,fall river,2014,12.0,79.0,0.0,0.0,lose,1,0.93,0.07,D,1.0,0.0,M,0.11,0.62,0.24,0.03,0.0,caucasian,-0.69,2332673287.0,0.520961599615425,0.844730138812047,0.0468432839850366,0.0864627051648295,0.0435407579331751,8
2523000_2014_12_fall river_MA_Mayor_mayor_1,2523000,fall river,2014,12.0,102.0,0.01,0.0,lose,1,0.66,0.34,D,1.0,0.0,M,0.06,0.83,0.06,0.04,0.0,caucasian,0.23,3810369447.0,0.520961599615425,0.844730138812047,0.0468432839850366,0.0864627051648295,0.0435407579331751,8
2523000_2014_12_fall river_MA_Mayor_mayor_1,2523000,fall river,2014,12.0,3068.0,0.19,0.0,lose,1,0.83,0.17,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.1,3758331819.0,0.520961599615425,0.844730138812047,0.0468432839850366,0.0864627051648295,0.0435407579331751,8
2523000_2014_12_fall river_MA_Mayor_mayor_1,2523000,fall river,2014,12.0,115.0,0.01,0.0,lose,1,,,,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.520961599615425,0.844730138812047,0.0468432839850366,0.0864627051648295,0.0435407579331751,8
2523000_2014_12_fall river_MA_Mayor_mayor_1,2523000,fall river,2014,12.0,276.0,0.02,0.0,lose,1,1.0,0.0,D,0.99,0.01,M,0.06,0.93,0.0,0.0,0.0,caucasian,-0.27,2802928431.0,0.520961599615425,0.844730138812047,0.0468432839850366,0.0864627051648295,0.0435407579331751,8
2523000_2014_12_fall river_MA_Mayor_mayor_1,2523000,fall river,2014,12.0,2298.0,0.14,0.0,lose,1,0.95,0.05,D,1.0,0.0,M,0.03,0.97,0.01,0.0,0.0,caucasian,-0.23,31438023299.0,0.520961599615425,0.844730138812047,0.0468432839850366,0.0864627051648295,0.0435407579331751,8
2523000_2014_12_fall river_MA_Mayor_mayor_1,2523000,fall river,2014,12.0,6021.0,0.37,0.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,109770043.0,0.520961599615425,0.844730138812047,0.0468432839850366,0.0864627051648295,0.0435407579331751,8
2523000_2015_11_fall river_MA_Mayor_mayor_1,2523000,fall river,2015,11.0,8268.0,0.52,0.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.05,109766879.0,0.519912399375229,0.838290539074328,0.0488024815864028,0.0896161331244479,0.0395002803334029,2
2523000_2017_11_fall river_MA_Mayor_mayor_1,2523000,fall river,2017,11.0,5624.0,0.39,0.0,lose,1,1.0,0.0,D,0.0,1.0,F,0.05,0.6,0.09,0.25,0.0,caucasian,-0.29,5000005372331343.0,0.517813998894838,0.825411339598891,0.0527208767891353,0.0959229890436847,0.0314193251338583,2
2523000_2019_11_fall river_MA_Mayor_mayor_1,2523000,fall river,2019,11.0,10653.0,0.91,0.0,win,1,0.95,0.05,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.71,109678169.0,0.515715598414447,0.812532140123453,0.0566392719918678,0.102229844962922,0.0233383699343138,2
2523000_2021_11_fall river_MA_Mayor_mayor_1,2523000,fall river,2021,11.0,4654.0,0.38,0.0,lose,1,0.95,0.05,D,0.97,0.03,M,0.03,0.83,0.12,0.01,0.0,caucasian,-0.23,109681764.0,,,,,,2
2529405_2021_11_haverhill_MA_Mayor_mayor_1,2529405,haverhill,2021,11.0,4790.0,0.46,0.0,lose,1,0.05,0.95,R,1.0,0.0,M,0.0,0.99,0.0,0.0,0.0,caucasian,0.8,2798930164.0,,,,,,2
2534550_1997_11_lawrence_MA_Mayor_mayor_1,2534550,lawrence,1997,11.0,6443.0,0.57,0.0,win,1,1.0,0.0,D,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.1,5000003280167236.0,0.522044372142951,0.535457119100124,0.053374689983239,0.542922631315135,0.360201695193851,2
2534550_2005_11_lawrence_MA_Mayor_mayor_1,2534550,lawrence,2005,11.0,3841.0,0.39,0.0,lose,1,1.0,0.0,D,0.99,0.01,M,0.52,0.22,0.18,0.07,0.01,black,-0.38,2848940893.0,0.520243010672511,0.457311723753082,0.0622930813190395,0.667543627131204,0.406388321801224,2
2534550_2013_11_lawrence_MA_Mayor_mayor_1,2534550,lawrence,2013,11.0,7628.0,0.5,0.0,win,1,0.82,0.18,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,,109966221.0,0.516165052079585,0.458219114732987,0.0700472082476091,0.758482069443523,0.298122015443141,2
2534550_2017_11_lawrence_MA_Mayor_mayor_1,2534550,lawrence,2017,11.0,7632.0,0.49,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,-0.07,3780451700.0,0.513025157131846,0.49825562355914,0.0624008509118952,0.78584781249685,0.13750935584668,2
2537490_2013_11_lynn_MA_Mayor_mayor_1,2537490,lynn,2013,11.0,6403.0,0.41,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.506142922609677,0.548819078754326,0.130398103231446,0.353148351419018,0.189059246446946,2
2537490_2017_11_lynn_MA_Mayor_mayor_1,2537490,lynn,2017,11.0,9442.0,0.65,0.0,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.500465662171495,0.512732898454895,0.133921966247653,0.39575611393646,0.122628497699681,2
2537875_2019_11_malden_MA_Mayor_mayor_1,2537875,malden,2019,11.0,3484.0,0.41,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.04,0.93,0.02,0.01,0.0,caucasian,0.44,29095818879.0,0.520780897900173,0.534991695322034,0.180867055148384,0.0846513996363756,0.227771657350983,2
2539835_2013_11_medford_MA_Mayor_mayor_1,2539835,medford,2013,11.0,3093.0,0.35,0.0,lose,1,,,,1.0,0.0,M,0.02,0.93,0.02,0.03,0.0,caucasian,,,0.51840712104459,0.775308336176356,0.0892587285747674,0.0499027046433335,0.0978692977046176,2
2539835_2017_11_medford_MA_Mayor_mayor_1,2539835,medford,2017,11.0,4310.0,0.39,0.0,lose,1,0.84,0.16,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,3001006195.0,0.513505198067068,0.761503249937639,0.0910372950326839,0.0583571727550592,0.0985247029695784,2
2539835_2019_11_medford_MA_Mayor_mayor_1,2539835,medford,2019,11.0,6829.0,0.52,0.0,win,1,1.0,0.0,D,0.02,0.98,F,0.01,0.92,0.06,0.0,0.0,caucasian,,,0.511054236578307,0.75460070681828,0.0919265782616421,0.0625844068109221,0.0988524056020588,2
2539835_2021_11_medford_MA_Mayor_mayor_1,2539835,medford,2021,11.0,5768.0,0.44,0.0,lose,1,0.91,0.09,D,1.0,0.0,M,0.01,0.96,0.02,0.01,0.0,caucasian,-0.08,2458758883.0,,,,,,2
2540710_1997_11_methuen_MA_Mayor_mayor_1,2540710,methuen,1997,11.0,1616.0,0.2,0.0,lose,1,0.75,0.25,D,1.0,0.0,M,0.14,0.76,0.08,0.02,0.0,caucasian,,3800304234.0,0.521181118545754,0.893512069241134,0.0134965402269976,0.0963940715704857,0.0725296307291786,2
2540710_2001_11_methuen_MA_Mayor_mayor_1,2540710,methuen,2001,11.0,3828.0,0.44,0.0,lose,1,0.86,0.14,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.26,3263155927.0,0.521425719631608,0.886188161015571,0.0152703652012294,0.10480778048581,0.0773071406220844,2
2540710_2003_11_methuen_MA_Mayor_mayor_1,2540710,methuen,2003,11.0,3584.0,0.38,0.0,lose,1,,,,,,,,,,,,,,3784601688.0,0.521914921803316,0.871540344564445,0.018818015149693,0.12163519831646,0.0868621604078962,2
2540710_2007_11_methuen_MA_Mayor_mayor_1,2540710,methuen,2007,11.0,2697.0,0.34,0.0,lose,1,0.92,0.08,D,0.02,0.98,F,0.01,0.91,0.08,0.0,0.0,caucasian,-0.36,5000002918986792.0,0.522893326146733,0.842244711662193,0.0259133150466201,0.155290033977759,0.10597219997952,2
2540710_2009_11_methuen_MA_Mayor_mayor_1,2540710,methuen,2009,11.0,3954.0,0.47,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.03,0.8,0.17,0.01,0.0,caucasian,0.44,3779469578.0,0.523382528318442,0.827596895211067,0.0294609649950836,0.172117451808408,0.115527219765331,2
2540710_2013_11_methuen_MA_Mayor_mayor_1,2540710,methuen,2013,11.0,3687.0,0.43,0.0,lose,1,0.86,0.14,D,0.02,0.98,F,0.03,0.56,0.04,0.38,0.0,caucasian,-0.09,5000003398174866.0,0.522320383526804,0.797851645362627,0.0347397358192988,0.214894544299302,0.0965934865692065,2
2545000_1993_11_new bedford_MA_Mayor_mayor_1,2545000,new bedford,1993,11.0,5724.0,0.34,0.0,lose,1,,,,,,,0.15,0.83,0.02,0.0,0.0,caucasian,,,0.530600637821791,0.849474620278043,0.0416611081547626,0.0772446713709281,0.0864122313971573,2
2545000_1995_11_new bedford_MA_Mayor_mayor_1,2545000,new bedford,1995,11.0,11089.0,0.48,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.4,4032286905.0,0.530118107664461,0.832095751476528,0.0422873382745239,0.0843531630125811,0.0908922790721221,2
2545000_1997_11_new bedford_MA_Mayor_mayor_1,2545000,new bedford,1997,11.0,15201.0,0.59,0.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.4,4032286905.0,0.529635577507132,0.814716882675013,0.0429135683942852,0.0914616546542341,0.0953723267470869,2
2545000_1999_11_new bedford_MA_Mayor_mayor_1,2545000,new bedford,1999,11.0,2105.0,0.12,0.0,lose,1,0.77,0.23,D,0.99,0.01,M,0.6,0.37,0.02,0.01,0.0,black,,110046445.0,0.529153047349802,0.797338013873499,0.0435397985140465,0.0985701462958871,0.0998523744220518,2
2545000_2001_11_new bedford_MA_Mayor_mayor_1,2545000,new bedford,2001,11.0,6342.0,0.32,0.0,lose,1,0.98,0.02,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.04,2648847514.0,0.528064318281654,0.784252545153875,0.0458659308668205,0.108652949202585,0.104057089769831,2
2545000_2003_11_new bedford_MA_Mayor_mayor_1,2545000,new bedford,2003,11.0,4814.0,0.33,0.0,lose,1,0.78,0.22,D,1.0,0.0,M,0.15,0.85,0.0,0.0,0.0,caucasian,,3255149709.0,0.526369390302687,0.775460476516143,0.0498919654526073,0.121710063374328,0.107986472790425,2
2545000_2015_11_new bedford_MA_Mayor_mayor_1,2545000,new bedford,2015,11.0,4646.0,0.38,0.0,lose,1,0.98,0.02,D,0.0,1.0,F,0.0,0.0,1.0,0.0,0.0,hispanic,-0.33,5000000109565729.0,0.519203860827901,0.689876851581072,0.0668302122840747,0.187790492675358,0.0686185830664514,2
2545000_2017_11_new bedford_MA_Mayor_mayor_1,2545000,new bedford,2017,11.0,5496.0,0.4,0.0,lose,1,,,,1.0,0.0,M,0.1,0.9,0.0,0.0,0.0,caucasian,,,0.518710548208539,0.667952297699869,0.0679690625965602,0.19594270455533,0.0473702909480303,2
2545000_2019_11_new bedford_MA_Mayor_mayor_1,2545000,new bedford,2019,11.0,2483.0,0.27,0.0,lose,1,0.85,0.15,D,1.0,0.0,M,0.81,0.16,0.01,0.02,0.0,black,,,0.518217235589178,0.646027743818666,0.0691079129090456,0.204094916435302,0.0261219988296092,2
2545560_2005_11_newton_MA_Mayor_mayor_1,2545560,newton,2005,11.0,6318.0,0.41,0.0,lose,1,0.92,0.08,D,1.0,0.0,M,0.0,0.99,0.01,0.0,0.0,caucasian,-0.25,109574886.0,0.533707151396858,0.85185989879053,0.0225434521007768,0.0330031063039171,0.105612314255282,2
2545560_2013_11_newton_MA_Mayor_mayor_1,2545560,newton,2013,11.0,3718.0,0.28,0.0,lose,1,0.85,0.15,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.532946325182658,0.806045442463309,0.0266399253702005,0.0433070809317342,0.133428407894485,2
2545560_2021_11_newton_MA_Mayor_mayor_1,2545560,newton,2021,11.0,9380.0,0.46,0.0,lose,1,0.98,0.02,D,0.02,0.98,F,0.0,0.0,0.0,1.0,0.0,asian,-0.64,5000003771381936.0,,,,,,2
2552490_1997_NA_peabody_MA_Mayor_mayor_1,2552490,peabody,1997,,2860.0,0.21,0.0,lose,1,0.98,0.02,D,1.0,0.0,M,0.02,0.97,0.01,0.0,0.0,caucasian,-0.12,3788086264.0,0.520707696607711,0.947802263893093,0.0104128998459324,0.0325969157705132,0.0285319952452398,2
2555745_1995_NA_quincy_MA_Mayor_mayor_1,2555745,quincy,1995,,2518.0,0.13,0.0,lose,1,0.91,0.09,D,1.0,0.0,M,0.13,0.86,0.01,0.0,0.0,caucasian,,2353694915.0,0.529461452149607,0.856393631921646,0.016519145158132,0.0174655944847644,0.116417916074101,2
2555745_2007_11_quincy_MA_Mayor_mayor_1,2555745,quincy,2007,11.0,12671.0,0.54,0.0,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.17,2389710529.0,0.521740666447716,0.709890618995253,0.0388624250391732,0.0296881369143818,0.229379541970129,2
2555745_2009_11_quincy_MA_Mayor_mayor_1,2555745,quincy,2009,11.0,11275.0,0.46,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.24,29215922639.0,0.521238283728717,0.68529410578734,0.0436463418292838,0.0322143616131718,0.248445989592706,2
2555745_2011_11_quincy_MA_Mayor_mayor_1,2555745,quincy,2011,11.0,8340.0,0.44,0.0,lose,1,0.94,0.06,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.71,5000002402721116.0,0.520292206627365,0.666818049270406,0.0465667852103441,0.033216546017094,0.262542093277942,2
2555745_2015_11_quincy_MA_Mayor_mayor_1,2555745,quincy,2015,11.0,9615.0,0.44,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.24,29215922639.0,0.517512663659955,0.642106849618495,0.0486807251543639,0.032172834235203,0.280793612773733,2
2555745_2019_11_quincy_MA_Mayor_mayor_1,2555745,quincy,2019,11.0,3902.0,0.29,0.0,lose,1,0.73,0.27,D,0.0,1.0,F,0.03,0.96,0.0,0.0,0.0,caucasian,0.26,5000000109932258.0,0.514733120692546,0.617395649966583,0.0507946650983837,0.0311291224533119,0.299045132269524,2
2562535_2001_11_somerville_MA_Mayor_mayor_1,2562535,somerville,2001,11.0,3775.0,0.36,0.0,lose,1,,,,1.0,0.0,M,0.14,0.71,0.13,0.03,0.0,caucasian,,,0.512669871333191,0.766647699226062,0.065300412231343,0.0894104776546042,0.118579430645402,2
2562535_2007_11_somerville_MA_Mayor_mayor_1,2562535,somerville,2007,11.0,1832.0,0.19,0.0,lose,1,0.94,0.06,D,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.57,5000003111076698.0,0.510550789102334,0.748319691841008,0.0671857478512605,0.100356422649835,0.142376931423255,2
2562535_2017_11_somerville_MA_Mayor_mayor_1,2562535,somerville,2017,11.0,4214.0,0.27,0.0,lose,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.81,109811279.0,0.505849623920211,0.752080674259045,0.0635688240581166,0.11822571766173,0.118120392725001,2
2562535_2019_11_somerville_MA_Mayor_mayor_1,2562535,somerville,2019,11.0,5348.0,0.4,0.0,lose,1,,,,,,,,,,,,,,5000035955008029.0,0.504809159901155,0.755773527433492,0.0622660836000873,0.121767524094381,0.107790310128663,2
2567000_1993_11_springfield_MA_Mayor_mayor_1,2567000,springfield,1993,11.0,10560.0,0.39,0.0,lose,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,,caucasian,-0.44,5000002845943214.0,0.528336392156623,0.648234806485945,0.197102764202046,0.199844545596258,0.139925493765726,2
2567000_2001_11_springfield_MA_Mayor_mayor_1,2567000,springfield,2001,11.0,14742.0,0.44,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.23,4558958433.0,0.527671069653561,0.556797699286317,0.211396013609423,0.283503720921234,0.186701873487951,2
2567000_2005_11_springfield_MA_Mayor_mayor_1,2567000,springfield,2005,11.0,8038.0,0.36,0.0,lose,1,0.85,0.15,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.11,3193126368.0,0.526862863950136,0.539699231429808,0.216380917588812,0.330131537103111,0.195091934738976,2
2567000_2007_11_springfield_MA_Mayor_mayor_1,2567000,springfield,2007,11.0,11096.0,0.53,0.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.09,109678688.0,0.526458761098423,0.531149997501554,0.218873369578506,0.35344544519405,0.199286965364488,2
2567000_2009_11_springfield_MA_Mayor_mayor_1,2567000,springfield,2009,11.0,6418.0,0.3,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,,,0.526054658246711,0.5226007635733,0.2213658215682,0.376759353284989,0.203481995990001,2
2567000_2011_11_springfield_MA_Mayor_mayor_1,2567000,springfield,2011,11.0,5720.0,0.28,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,-0.06,3822460734.0,0.525421570572559,0.529822086045531,0.221291681919491,0.394534745107005,0.187718476592077,2
2567000_2015_11_springfield_MA_Mayor_mayor_1,2567000,springfield,2015,11.0,3454.0,0.23,0.0,lose,1,0.02,0.98,R,1.0,0.0,M,0.02,0.92,0.05,0.01,0.0,caucasian,1.05,109624532.0,0.523697425579379,0.575805843790966,0.216010219345268,0.419008496213189,0.116274337749355,2
2567000_2019_11_springfield_MA_Mayor_mayor_1,2567000,springfield,2019,11.0,3593.0,0.23,0.0,lose,1,0.94,0.06,D,0.0,1.0,F,0.08,0.05,0.86,0.01,0.0,hispanic,-0.68,5000000109685761.0,0.521973280586198,0.6217896015364,0.210728756771045,0.443482247319374,0.0448301989066334,2
2569170_1993_11_taunton_MA_Mayor_mayor_1,2569170,taunton,1993,11.0,1417.0,0.15,0.0,lose,1,,,,0.02,0.98,F,0.03,0.96,0.0,0.0,0.0,caucasian,,,0.520868229585264,0.942036828996249,0.0222685791789353,0.0449595316553458,0.0274307449792773,2
2569170_1995_11_taunton_MA_Mayor_mayor_1,2569170,taunton,1995,11.0,2442.0,0.24,0.0,lose,1,0.21,0.79,R,0.97,0.03,M,0.33,0.6,0.06,0.0,0.0,caucasian,,3272166473.0,0.520438861798739,0.93480692669172,0.0237360142627463,0.0433330450797745,0.0287810002878788,2
2569170_1997_11_taunton_MA_Mayor_mayor_1,2569170,taunton,1997,11.0,5333.0,0.44,0.0,lose,1,0.73,0.27,D,0.03,0.97,F,0.01,0.98,0.01,0.0,0.0,caucasian,,,0.520009494012215,0.927577024387192,0.0252034493465573,0.0417065585042031,0.0301312555964803,2
2569170_2001_11_taunton_MA_Mayor_mayor_1,2569170,taunton,2001,11.0,3047.0,0.34,0.0,lose,1,0.11,0.89,R,0.99,0.01,M,0.01,0.99,0.0,0.0,0.0,caucasian,,,0.51954974142524,0.912294519574553,0.0296270941321356,0.0408131743768259,0.0331200204134347,2
2572600_1995_NA_waltham_MA_Mayor_mayor_1,2572600,waltham,1995,,1340.0,0.18,0.0,lose,1,0.81,0.19,D,1.0,0.0,M,0.31,0.68,0.01,0.0,0.0,caucasian,,,0.511139495534647,0.87175996340794,0.0374279056224387,0.0704541713645962,0.0799155358312073,2
2582000_1995_11_worcester_MA_Mayor_mayor_1,2582000,worcester,1995,11.0,4077.0,0.18,0.0,lose,1,0.49,0.51,R,1.0,0.0,M,0.01,0.99,0.0,0.0,0.0,caucasian,0.26,3260154401.0,0.521693809664993,0.820938429299327,0.0570279207099924,0.123632137652867,0.101242242469321,3
2582000_1995_11_worcester_MA_Mayor_mayor_1,2582000,worcester,1995,11.0,1410.0,0.06,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.74,0.25,0.01,0.0,0.0,black,,3816418542.0,0.521693809664993,0.820938429299327,0.0570279207099924,0.123632137652867,0.101242242469321,3
2582000_1997_11_worcester_MA_Mayor_mayor_1,2582000,worcester,1997,11.0,4169.0,0.18,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.74,0.25,0.01,0.0,0.0,black,,3816418542.0,0.520916753803259,0.800991768019335,0.0617687657710675,0.134776567240253,0.109403887717819,2
2582000_1999_11_worcester_MA_Mayor_mayor_1,2582000,worcester,1999,11.0,8518.0,0.36,0.0,lose,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.41,5000030521900714.0,0.520139697941525,0.781045106739343,0.0665096108321426,0.14592099682764,0.117565532966317,3
2582000_1999_11_worcester_MA_Mayor_mayor_1,2582000,worcester,1999,11.0,1016.0,0.04,0.0,lose,1,0.73,0.27,D,1.0,0.0,M,0.05,0.94,0.0,0.0,0.0,caucasian,,,0.520139697941525,0.781045106739343,0.0665096108321426,0.14592099682764,0.117565532966317,3
2582000_2003_11_worcester_MA_Mayor_mayor_1,2582000,worcester,2003,11.0,1881.0,0.13,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.74,0.25,0.01,0.0,0.0,black,,3816418542.0,0.517757162043722,0.748050941990855,0.0831067963661106,0.168711436099252,0.128755972899145,3
2582000_2003_11_worcester_MA_Mayor_mayor_1,2582000,worcester,2003,11.0,2043.0,0.14,0.0,lose,1,0.6,0.4,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.3,109961331.0,0.517757162043722,0.748050941990855,0.0831067963661106,0.168711436099252,0.128755972899145,3
2582000_2005_11_worcester_MA_Mayor_mayor_1,2582000,worcester,2005,11.0,5352.0,0.28,0.0,lose,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.41,5000030521900714.0,0.516427823399098,0.732703719251861,0.0925913050350643,0.180190252417864,0.133495717771532,5
2582000_2005_11_worcester_MA_Mayor_mayor_1,2582000,worcester,2005,11.0,1285.0,0.07,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.0,2749913243.0,0.516427823399098,0.732703719251861,0.0925913050350643,0.180190252417864,0.133495717771532,5
2582000_2005_11_worcester_MA_Mayor_mayor_1,2582000,worcester,2005,11.0,985.0,0.05,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.74,0.25,0.01,0.0,0.0,black,,3816418542.0,0.516427823399098,0.732703719251861,0.0925913050350643,0.180190252417864,0.133495717771532,5
2582000_2005_11_worcester_MA_Mayor_mayor_1,2582000,worcester,2005,11.0,1504.0,0.08,0.0,lose,1,0.6,0.4,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.3,109961331.0,0.516427823399098,0.732703719251861,0.0925913050350643,0.180190252417864,0.133495717771532,5
2582000_2009_11_worcester_MA_Mayor_mayor_1,2582000,worcester,2009,11.0,3722.0,0.18,0.0,lose,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.513769146109851,0.702009273773872,0.111560322372972,0.203147885055088,0.142975207516305,4
2582000_2009_11_worcester_MA_Mayor_mayor_1,2582000,worcester,2009,11.0,10214.0,0.51,0.0,win,1,0.84,0.16,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,109925515.0,0.513769146109851,0.702009273773872,0.111560322372972,0.203147885055088,0.142975207516305,4
2582000_2009_11_worcester_MA_Mayor_mayor_1,2582000,worcester,2009,11.0,595.0,0.03,0.0,lose,1,0.68,0.32,D,0.99,0.01,M,0.72,0.2,0.03,0.05,0.0,black,-0.83,3721261009.0,0.513769146109851,0.702009273773872,0.111560322372972,0.203147885055088,0.142975207516305,4
