contest,fips,geo_name,year,month,votes,candidate_count,ledb_candid,incumbent,vote_share,winner,n_winners,prob_democrat,prob_republican,pid_est,prob_male,prob_female,gender_est,prob_black,prob_white,prob_hispanic,prob_asian,prob_other,race_est,contributor.cfscore,bonica.cid,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,W_ledb_candid,W_vote_share,W_votes,W_pid_est,W_race_est,W_gender_est,W_contributor.cfscore,W_bonica.cid,RU_ledb_candid,RU_vote_share,RU_votes,RU_pid_est,RU_race_est,RU_gender_est,W_ledb_candid,W_vote_share,W_votes,W_pid_est,W_race_est,W_gender_est,W_contributor.cfscore,W_bonica.cid,RU_ledb_candid,RU_vote_share,RU_votes,RU_pid_est,RU_race_est,RU_gender_est,RU_contributor.cfscore,RU_bonica.cid
3673000_2005_11_syracuse_NY_Mayor_mayor_1,3673000,syracuse,2005,11.0,16470.0,3,35775,1.0,0.5,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.12,2290643929.0,0.526475840882157,0.601396108060959,0.274039443521721,0.0678217285863911,0.0695680923847071,35775.0,0.5,16470.0,D,caucasian,M,-0.12,2290643929.0,35815.0,0.46,15110.0,R,caucasian,F,35775.0,0.5,16470.0,D,caucasian,M,-0.12,2290643929.0,35815.0,0.46,15110.0,R,caucasian,F,0.53,5000000111561024.0
1912000_2001_11_cedar rapids_IA_Mayor_mayor_1,1912000,cedar rapids,2001,11.0,16450.0,2,13399,1.0,0.45,lose,1,0.0,1.0,R,0.06,0.94,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.59,4179409006.0,0.512391397731003,0.914742019964625,0.0389741776311368,0.0186960174882344,0.0247458034318507,13405.0,0.55,20210.0,R,caucasian,M,1.11,5503093273.0,13399.0,0.45,16450.0,R,caucasian,F,13405.0,0.55,20210.0,R,caucasian,M,1.11,5503093273.0,13399.0,0.45,16450.0,R,caucasian,F,-0.59,4179409006.0
2706382_2016_11_blaine_MN_Mayor_mayor_1,2706382,blaine,2016,11.0,16450.0,2,23491,1.0,0.56,win,1,0.98,0.02,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.506196228622821,0.814655652501156,0.0503340217241326,0.0431865464486625,0.0873788606973915,23491.0,0.56,16450.0,D,caucasian,M,,,23474.0,0.44,12850.0,,caucasian,M,23491.0,0.56,16450.0,D,caucasian,M,,,23474.0,0.44,12850.0,,caucasian,M,,
2970000_2011_4_springfield_MO_Mayor_mayor_1,2970000,springfield,2011,4.0,16440.0,1,25883,1.0,1.0,win,1,0.98,0.02,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.61,2519787875.0,0.515187078608015,0.886660631568818,0.0411715499755566,0.0373315082040834,0.0312628156888115,25883.0,1.0,16440.0,D,caucasian,M,-0.61,2519787875.0,,,,,,,25883.0,1.0,16440.0,D,caucasian,M,-0.61,2519787875.0,,,,,,,,
4827000_2007_5_fort worth_TX_Mayor_mayor_1,4827000,fort worth,2007,5.0,16424.0,3,50190,1.0,0.8,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.17,3096047089.0,0.508369132246023,0.60677776675084,0.19311189786606,0.327848877015939,0.164003747408398,50190.0,0.8,16424.0,D,caucasian,M,0.17,3096047089.0,50188.0,0.15,3138.0,D,caucasian,M,50190.0,0.8,16424.0,D,caucasian,M,0.17,3096047089.0,50188.0,0.15,3138.0,D,caucasian,M,-0.08,2784914249.0
1258715_2002_NA_port st. lucie_FL_Mayor_mayor_1,1258715,port st. lucie,2002,,16387.0,2,4350,1.0,0.51,win,1,0.98,0.02,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.514161613918964,0.851633834230338,0.0894137885236076,0.0969292615670265,0.0362752917213601,4350.0,0.51,16387.0,D,caucasian,M,,,4349.0,0.49,15981.0,R,caucasian,M,4350.0,0.51,16387.0,D,caucasian,M,,,4349.0,0.49,15981.0,R,caucasian,M,-0.66,4136339952.0
3601000_1997_11_albany_NY_Mayor_mayor_1,3601000,albany,1997,11.0,16375.0,2,30869,1.0,0.79,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,110502895.0,0.52779675004701,0.668384933453204,0.258893710527536,0.0485893561849585,0.0488483824736603,30869.0,0.79,16375.0,D,caucasian,M,,110502895.0,30873.0,0.21,4462.0,D,caucasian,M,30869.0,0.79,16375.0,D,caucasian,M,,110502895.0,30873.0,0.21,4462.0,D,caucasian,M,0.0,4018282884.0
832155_2019_11_greeley_CO_Mayor_mayor_1,832155,greeley,2019,11.0,16347.0,2,78366,1.0,0.79,win,1,0.01,0.99,R,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.0,2378707722.0,0.503311916703446,0.873903162363912,0.0233519655699571,0.383248936992248,0.0269815089366112,78366.0,0.79,16347.0,R,caucasian,M,1.0,2378707722.0,78408.0,0.21,4248.0,D,caucasian,M,78366.0,0.79,16347.0,R,caucasian,M,1.0,2378707722.0,78408.0,0.21,4248.0,D,caucasian,M,,35893493844.0
427820_2008_9_glendale_AZ_Mayor_mayor_1,427820,glendale,2008,9.0,16342.0,1,44098,1.0,1.0,win,1,0.0,1.0,R,0.0,1.0,F,0.0,1.0,0.0,0.0,0.01,caucasian,,,0.507181163239215,0.693666264614084,0.057679007272916,0.333724037679582,0.193773086883744,44098.0,1.0,16342.0,R,caucasian,F,,,,,,,,,44098.0,1.0,16342.0,R,caucasian,F,,,,,,,,,,
827425_2007_4_fort collins_CO_Mayor_mayor_1,827425,fort collins,2007,4.0,16318.0,2,78318,1.0,0.82,win,1,0.05,0.95,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.13,2895974623.0,0.499733289598989,0.892196524736013,0.0115261078464564,0.0971434402524832,0.060881683730429,78318.0,0.82,16318.0,R,caucasian,M,1.13,2895974623.0,78337.0,0.18,3652.0,,caucasian,M,78318.0,0.82,16318.0,R,caucasian,M,1.13,2895974623.0,78337.0,0.18,3652.0,,caucasian,M,,
2555745_1995_NA_quincy_MA_Mayor_mayor_1,2555745,quincy,1995,,16297.0,2,19534,1.0,0.87,win,1,0.94,0.06,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.0,2269630702.0,0.529461452149607,0.856393631921646,0.016519145158132,0.0174655944847644,0.116417916074101,19534.0,0.87,16297.0,D,caucasian,M,0.0,2269630702.0,19535.0,0.13,2518.0,D,caucasian,M,19534.0,0.87,16297.0,D,caucasian,M,0.0,2269630702.0,19535.0,0.13,2518.0,D,caucasian,M,,2353694915.0
3719000_2015_11_durham_NC_Mayor_mayor_1,3719000,durham,2015,11.0,16296.0,2,37814,1.0,0.87,win,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.44,2335672360.0,0.52702856580005,0.458156568660662,0.398040631217051,0.140207288687221,0.0938952966174177,37814.0,0.87,16296.0,D,black,M,-0.44,2335672360.0,37807.0,0.13,2422.0,R,black,M,37814.0,0.87,16296.0,D,black,M,-0.44,2335672360.0,37807.0,0.13,2422.0,R,black,M,,36077426824.0
664224_2010_11_salinas_CA_Mayor_mayor_1,664224,salinas,2010,11.0,16258.0,3,73487,1.0,0.64,win,1,0.77,0.23,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,2707885838.0,0.494772036878245,0.458472092049375,0.0198948424963939,0.749788953809134,0.458365738063427,73487.0,0.64,16258.0,D,caucasian,M,,2707885838.0,73493.0,0.2,5094.0,D,caucasian,F,73487.0,0.64,16258.0,D,caucasian,M,,2707885838.0,73493.0,0.2,5094.0,D,caucasian,F,,5000035057984336.0
471510_2016_8_surprise_AZ_Mayor_mayor_1,471510,surprise,2016,8.0,16253.0,1,46535,1.0,1.0,win,1,1.0,0.0,D,,,,,,,,,,,5000026702618894.0,0.517171924373026,0.828533971951618,0.0591460818783449,0.191595614577608,0.0555557026498774,46535.0,1.0,16253.0,D,,,,5000026702618894.0,,,,,,,46535.0,1.0,16253.0,D,,,,5000026702618894.0,,,,,,,,
611194_2002_NA_carlsbad_CA_Mayor_mayor_1,611194,carlsbad,2002,,16244.0,2,63449,1.0,0.64,win,1,0.98,0.02,D,,,,0.37,0.56,0.04,0.04,0.0,caucasian,,,0.510750229376334,0.857989762724733,0.010317184725651,0.120315231663143,0.0951474294648662,63449.0,0.64,16244.0,D,caucasian,,,,63446.0,0.36,9045.0,R,caucasian,M,63449.0,0.64,16244.0,D,caucasian,,,,63446.0,0.36,9045.0,R,caucasian,M,,
660620_2018_11_richmond_CA_Mayor_mayor_1,660620,richmond,2018,11.0,16228.0,3,73024,1.0,0.56,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.74,2330668904.0,0.509108609590254,0.354535919071865,0.214379065260158,0.418653938159338,0.195074202214398,73024.0,0.56,16228.0,D,caucasian,M,-0.74,2330668904.0,73014.0,0.44,12917.0,,black,,73024.0,0.56,16228.0,D,caucasian,M,-0.74,2330668904.0,73014.0,0.44,12917.0,,black,,,
622804_2014_11_escondido_CA_Mayor_mayor_1,622804,escondido,2014,11.0,16224.0,3,65850,1.0,0.59,win,1,0.03,0.97,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.09,4697070925.0,0.501739702004171,0.653591202791521,0.0238376830565072,0.499839396846135,0.218559721159085,65850.0,0.59,16224.0,R,caucasian,M,1.09,4697070925.0,65839.0,0.35,9699.0,D,hispanic,F,65850.0,0.59,16224.0,R,caucasian,M,1.09,4697070925.0,65839.0,0.35,9699.0,D,hispanic,F,-0.51,5000004086301864.0
2676460_2013_11_sterling heights_MI_Mayor_mayor_1,2676460,sterling heights,2013,11.0,16129.0,1,23185,1.0,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.22,3741280204.0,0.513842795763394,0.845821435789753,0.0539325852125752,0.0203539823622272,0.0738693041986618,23185.0,1.0,16129.0,D,caucasian,M,-0.22,3741280204.0,,,,,,,23185.0,1.0,16129.0,D,caucasian,M,-0.22,3741280204.0,,,,,,,,
473000_2001_9_tempe_AZ_Mayor_mayor_1,473000,tempe,2001,9.0,16125.0,2,47139,1.0,0.68,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.64,5794561946.0,0.483015231068653,0.770230303180208,0.0388193984145251,0.182629947059471,0.136329351424253,47139.0,0.68,16125.0,R,caucasian,M,-0.64,5794561946.0,47152.0,0.32,7689.0,R,caucasian,M,47139.0,0.68,16125.0,R,caucasian,M,-0.64,5794561946.0,47152.0,0.32,7689.0,R,caucasian,M,,3789197703.0
684550_2004_11_westminster_CA_Mayor_mayor_1,684550,westminster,2004,11.0,16095.0,3,76724,1.0,0.56,win,1,0.41,0.59,R,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,,5000032561880136.0,0.502373873399192,0.41761498795226,0.0097106108246452,0.224609415009675,0.529845263159655,76724.0,0.56,16095.0,R,caucasian,F,,5000032561880136.0,76695.0,0.4,11484.0,R,asian,M,76724.0,0.56,16095.0,R,caucasian,F,,5000032561880136.0,76695.0,0.4,11484.0,R,asian,M,0.72,1007616848.0
684550_2016_11_westminster_CA_Mayor_mayor_1,684550,westminster,2016,11.0,16094.0,4,76739,1.0,0.56,win,1,0.0,1.0,R,1.0,0.0,M,0.0,0.0,0.0,1.0,0.0,asian,,32373557567.0,0.509630329457776,0.363197700201305,0.0125880440233297,0.239088410113874,0.527868843004454,76739.0,0.56,16094.0,R,asian,M,,32373557567.0,76724.0,0.32,9220.0,R,caucasian,F,76739.0,0.56,16094.0,R,asian,M,,32373557567.0,76724.0,0.32,9220.0,R,caucasian,F,,5000032561880136.0
622804_2006_NA_escondido_CA_Mayor_mayor_1,622804,escondido,2006,,16080.0,2,65833,1.0,0.59,win,1,0.03,0.97,R,0.07,0.93,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.78,5000004894261364.0,0.504386345916917,0.633482064791129,0.0239584855315634,0.448023190006218,0.285655276597731,65833.0,0.59,16080.0,R,caucasian,F,0.78,5000004894261364.0,65854.0,0.41,11030.0,R,caucasian,M,65833.0,0.59,16080.0,R,caucasian,F,0.78,5000004894261364.0,65854.0,0.41,11030.0,R,caucasian,M,,3748288932.0
653980_1998_11_orange_CA_Mayor_mayor_1,653980,orange,1998,11.0,16068.0,3,71639,1.0,0.5,win,1,0.66,0.34,D,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.84,5000003429175124.0,0.497551974527363,0.730005129489954,0.015571336157599,0.302998794614904,0.217060332291565,71639.0,0.5,16068.0,D,caucasian,F,0.84,5000003429175124.0,71650.0,0.47,15023.0,D,hispanic,M,71639.0,0.5,16068.0,D,caucasian,F,0.84,5000003429175124.0,71650.0,0.47,15023.0,D,hispanic,M,,
3663000_2009_11_rochester_NY_Mayor_mayor_1,3663000,rochester,2009,11.0,16065.0,1,35715,1.0,1.0,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.0,111336460.0,0.517468118648086,0.44132314969998,0.414238143129978,0.160027317708823,0.0958440554028961,35715.0,1.0,16065.0,D,caucasian,M,0.0,111336460.0,,,,,,,35715.0,1.0,16065.0,D,caucasian,M,0.0,111336460.0,,,,,,,,
4224000_1993_11_erie_PA_Mayor_mayor_1,4224000,erie,1993,11.0,16050.0,2,43519,1.0,0.63,win,1,1.0,0.0,D,0.03,0.97,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.77,5000003783591658.0,0.527027391401694,0.844044020426258,0.126845484917443,0.0300036374925743,0.0200172289304799,43519.0,0.63,16050.0,D,caucasian,F,-0.77,5000003783591658.0,43517.0,0.37,9488.0,R,caucasian,M,43519.0,0.63,16050.0,D,caucasian,F,-0.77,5000003783591658.0,43517.0,0.37,9488.0,R,caucasian,M,,3105048221.0
3684000_2015_11_yonkers_NY_Mayor_mayor_1,3684000,yonkers,2015,11.0,16041.0,2,36019,1.0,0.82,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.34,3223156704.0,0.523757697218819,0.539167423051721,0.192858271904882,0.364832528713432,0.135795599606832,36019.0,0.82,16041.0,D,caucasian,M,0.34,3223156704.0,36004.0,0.18,3574.0,R,caucasian,M,36019.0,0.82,16041.0,D,caucasian,M,0.34,3223156704.0,36004.0,0.18,3574.0,R,caucasian,M,,110431688.0
3719000_2001_11_durham_NC_Mayor_mayor_1,3719000,durham,2001,11.0,16040.0,2,37809,1.0,0.49,lose,1,0.11,0.89,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,2649865236.0,0.519940692930731,0.45207324978367,0.435232351276056,0.0912645086964975,0.0892666288372916,37814.0,0.51,16525.0,D,black,M,-0.44,2335672360.0,37809.0,0.49,16040.0,R,caucasian,M,37814.0,0.51,16525.0,D,black,M,-0.44,2335672360.0,37809.0,0.49,16040.0,R,caucasian,M,,2649865236.0
1253000_2000_3_orlando_FL_Mayor_mayor_1,1253000,orlando,2000,3.0,16027.0,4,3978,1.0,0.55,win,1,0.0,1.0,R,0.03,0.97,F,0.0,1.0,0.0,0.0,0.0,caucasian,1.0,5000002309656389.0,0.515571306419433,0.610972783152551,0.268527730423606,0.17483100386661,0.0816989421944491,3978.0,0.55,16027.0,R,caucasian,F,1.0,5000002309656389.0,3960.0,0.34,9708.0,D,caucasian,M,3978.0,0.55,16027.0,R,caucasian,F,1.0,5000002309656389.0,3960.0,0.34,9708.0,D,caucasian,M,0.09,2536792346.0
4147000_1996_NA_medford_OR_Mayor_mayor_1,4147000,medford,1996,,16025.0,1,42054,1.0,1.0,win,1,0.06,0.94,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.522635759396213,0.91908347244504,0.0039960258192621,0.0758290171413744,0.0466264014354835,42054.0,1.0,16025.0,R,caucasian,M,,,,,,,,,42054.0,1.0,16025.0,R,caucasian,M,,,,,,,,,,
670224_2020_11_santee_CA_Mayor_mayor_1,670224,santee,2020,11.0,16020.0,2,75346,1.0,0.53,win,1,0.03,0.97,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.0,3156103092.0,0.523262453068498,0.803588421544371,0.0225790265930758,0.178573282350295,0.058065297506791,75346.0,0.53,16020.0,R,caucasian,M,1.0,3156103092.0,75367.0,0.47,14110.0,D,caucasian,M,75346.0,0.53,16020.0,R,caucasian,M,1.0,3156103092.0,75367.0,0.47,14110.0,D,caucasian,M,0.62,110013764.0
5613900_2004_11_cheyenne_WY_Mayor_mayor_1,5613900,cheyenne,2004,11.0,16011.0,2,58147,1.0,0.63,win,1,0.11,0.89,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.509903639489544,0.878421750527498,0.0281966968305621,0.13302994666783,0.0554102760790372,58147.0,0.63,16011.0,R,caucasian,M,,,58175.0,0.37,9460.0,R,caucasian,M,58147.0,0.63,16011.0,R,caucasian,M,,,58175.0,0.37,9460.0,R,caucasian,M,0.98,2480760867.0
653322_1996_11_oceanside_CA_Mayor_mayor_1,653322,oceanside,1996,11.0,16007.0,4,71504,1.0,0.38,win,1,0.14,0.86,R,0.97,0.03,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.09,2236626371.0,0.504540410915113,0.697054245637042,0.0695195988740836,0.271712474633115,0.194471018414073,71504.0,0.38,16007.0,R,caucasian,M,1.09,2236626371.0,71487.0,0.26,11163.0,,,,71504.0,0.38,16007.0,R,caucasian,M,1.09,2236626371.0,71487.0,0.26,11163.0,,,,,
1608830_2019_12_boise city_ID_Mayor_mayor_1,1608830,boise city,2019,12.0,15998.0,2,7214,1.0,0.35,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.42,5271640892.0,0.502230663328551,0.892232083068938,0.0184594028158727,0.0880246148594928,0.0315146980952595,7198.0,0.65,30306.0,D,caucasian,F,-0.43,5000005281652497.0,7214.0,0.35,15998.0,D,caucasian,M,7198.0,0.65,30306.0,D,caucasian,F,-0.43,5000005281652497.0,7214.0,0.35,15998.0,D,caucasian,M,-0.42,5271640892.0
2708794_1998_11_burnsville_MN_Mayor_mayor_1,2708794,burnsville,1998,11.0,15997.0,2,23570,1.0,0.75,win,1,1.0,0.0,D,0.0,1.0,F,0.0,0.0,0.0,1.0,0.0,asian,0.42,5000003260148112.0,0.506502017688897,0.889917580580248,0.0371090696355344,0.0249788354673741,0.0498140743339,23570.0,0.75,15997.0,D,asian,F,0.42,5000003260148112.0,23566.0,0.25,5301.0,,caucasian,M,23570.0,0.75,15997.0,D,asian,F,0.42,5000003260148112.0,23566.0,0.25,5301.0,,caucasian,M,,
681344_2008_11_upland_CA_Mayor_mayor_1,681344,upland,2008,11.0,15971.0,2,76162,1.0,0.57,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.518151942615716,0.659171781281307,0.0736915318826951,0.359246830530064,0.211852124710468,76162.0,0.57,15971.0,R,caucasian,M,,,76140.0,0.43,11853.0,R,caucasian,M,76162.0,0.57,15971.0,R,caucasian,M,,,76140.0,0.43,11853.0,R,caucasian,M,0.98,36150141956.0
1253000_2019_11_orlando_FL_Mayor_mayor_1,1253000,orlando,2019,11.0,15957.0,3,4028,1.0,0.72,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.27,3425185812.0,0.519416981370099,0.609314915196177,0.24899053138452,0.319174474654964,0.0488024625036006,4028.0,0.72,15957.0,D,caucasian,M,-0.27,3425185812.0,4012.0,0.17,3883.0,D,black,M,4028.0,0.72,15957.0,D,caucasian,M,-0.27,3425185812.0,4012.0,0.17,3883.0,D,black,M,-0.13,3750299524.0
654652_1998_11_oxnard_CA_Mayor_mayor_1,654652,oxnard,1998,11.0,15949.0,3,71781,1.0,0.59,win,1,0.94,0.06,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,-0.31,2354691944.0,0.488746326118247,0.453972114498232,0.040767081036286,0.638476905778603,0.455863550156829,71781.0,0.59,15949.0,D,hispanic,M,-0.31,2354691944.0,71695.0,0.26,6920.0,,hispanic,M,71781.0,0.59,15949.0,D,hispanic,M,-0.31,2354691944.0,71695.0,0.26,6920.0,,hispanic,M,,
107000_2011_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2011,8.0,15942.0,5,359,1.0,0.92,win,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.74,2335672488.0,0.531574753455311,0.226210563376778,0.730491897203348,0.0365311810733301,0.0288287870604523,359.0,0.92,15942.0,D,black,M,-0.74,2335672488.0,378.0,0.04,617.0,D,black,M,359.0,0.92,15942.0,D,black,M,-0.74,2335672488.0,378.0,0.04,617.0,D,black,M,,3756304659.0
3901000_2007_11_akron_OH_Mayor_mayor_1,3901000,akron,2007,11.0,15895.0,1,38754,1.0,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.518320873626881,0.637184016469963,0.305694081011034,0.0184320770561756,0.0263031051489335,38754.0,1.0,15895.0,D,caucasian,M,,,,,,,,,38754.0,1.0,15895.0,D,caucasian,M,,,,,,,,,,
648354_2007_11_modesto_CA_Mayor_mayor_1,648354,modesto,2007,11.0,15893.0,1,70668,1.0,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.5,2876962814.0,0.513561471167013,0.664016290060834,0.0411280684645944,0.325127656799448,0.220420185923477,70668.0,1.0,15893.0,R,caucasian,M,0.5,2876962814.0,,,,,,,70668.0,1.0,15893.0,R,caucasian,M,0.5,2876962814.0,,,,,,,,
1230000_1994_12_hialeah_FL_Mayor_mayor_1,1230000,hialeah,1994,12.0,15870.0,2,3334,1.0,0.52,win,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,-0.38,29185886881.0,0.521064760887944,0.891628202771303,0.0212374755813775,0.886826992746279,0.0717907298363842,3334.0,0.52,15870.0,D,hispanic,M,-0.38,29185886881.0,3331.0,0.48,14689.0,R,caucasian,M,3334.0,0.52,15870.0,D,hispanic,M,-0.38,29185886881.0,3331.0,0.48,14689.0,R,caucasian,M,0.97,3723254204.0
5305280_2015_11_bellingham_WA_Mayor_mayor_1,5305280,bellingham,2015,11.0,15859.0,1,55571,1.0,1.0,win,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.39,5000036047532421.0,0.51173824631594,0.840387908708651,0.0145781723240792,0.0811242570197602,0.0704802819281484,55571.0,1.0,15859.0,D,caucasian,F,-0.39,5000036047532421.0,,,,,,,55571.0,1.0,15859.0,D,caucasian,F,-0.39,5000036047532421.0,,,,,,,,
4131250_1994_11_gresham_OR_Mayor_mayor_1,4131250,gresham,1994,11.0,15828.0,1,41997,1.0,1.0,win,1,0.98,0.02,D,0.18,0.82,F,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.511056836185485,0.893884775706112,0.0140763497969727,0.0676729145889564,0.0672470869429345,41997.0,1.0,15828.0,D,caucasian,F,,,,,,,,,41997.0,1.0,15828.0,D,caucasian,F,,,,,,,,,,
980000_1997_11_waterbury_CT_Mayor_mayor_1,980000,waterbury,1997,11.0,15796.0,2,79437,1.0,0.58,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,3188134858.0,0.526811242886134,0.708612483834382,0.153108841826766,0.192534496446902,0.108756255848325,79437.0,0.58,15796.0,R,caucasian,M,,3188134858.0,79440.0,0.42,11478.0,D,caucasian,M,79437.0,0.58,15796.0,R,caucasian,M,,3188134858.0,79440.0,0.42,11478.0,D,caucasian,M,-0.07,2464758129.0
3728000_2011_11_greensboro_NC_Mayor_mayor_1,3728000,greensboro,2011,11.0,15795.0,2,37984,1.0,0.43,lose,1,0.09,0.91,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.22,2288652671.0,0.53029333652966,0.482444885270488,0.407142723883444,0.0757411242460056,0.0758007315328947,38033.0,0.57,20965.0,R,caucasian,M,0.73,2463751697.0,37984.0,0.43,15795.0,R,caucasian,M,38033.0,0.57,20965.0,R,caucasian,M,0.73,2463751697.0,37984.0,0.43,15795.0,R,caucasian,M,1.22,2288652671.0
980000_1993_11_waterbury_CT_Mayor_mayor_1,980000,waterbury,1993,11.0,15783.0,2,79420,1.0,0.51,win,1,0.97,0.03,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.527079334425486,0.758275732409151,0.139736337566205,0.158966778155294,0.0875314118688183,79420.0,0.51,15783.0,D,caucasian,M,,,79439.0,0.49,15397.0,R,caucasian,M,79420.0,0.51,15783.0,D,caucasian,M,,,79439.0,0.49,15397.0,R,caucasian,M,0.43,3822465170.0
4817000_1993_4_corpus christi_TX_Mayor_mayor_1,4817000,corpus christi,1993,4.0,15775.0,5,49300,1.0,0.6,win,1,,,,,,,0.28,0.58,0.07,0.06,0.0,caucasian,,,0.511596753825434,0.747826026054034,0.0475936527292549,0.515654578839299,0.190251198864881,49300.0,0.6,15775.0,,caucasian,,,,49320.0,0.3,7853.0,,caucasian,,49300.0,0.6,15775.0,,caucasian,,,,49320.0,0.3,7853.0,,caucasian,,,
669196_2008_11_santa maria_CA_Mayor_mayor_1,669196,santa maria,2008,11.0,15774.0,2,75116,1.0,0.77,win,1,0.33,0.67,R,0.98,0.02,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.61,3780441812.0,0.494073222622275,0.566021305761534,0.0170505582191265,0.682764582511072,0.347584296278877,75116.0,0.77,15774.0,R,caucasian,M,0.61,3780441812.0,75104.0,0.23,4713.0,R,hispanic,M,75116.0,0.77,15774.0,R,caucasian,M,0.61,3780441812.0,75104.0,0.23,4713.0,R,hispanic,M,,
681204_2016_11_union city_CA_Mayor_mayor_1,681204,union city,2016,11.0,15774.0,2,76064,1.0,0.69,win,1,0.87,0.13,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,,5000003010010724.0,0.491916443687367,0.219012643430184,0.0549833377514206,0.212774627962562,0.570615244766816,76064.0,0.69,15774.0,D,caucasian,F,,5000003010010724.0,76072.0,0.31,7086.0,D,hispanic,M,76064.0,0.69,15774.0,D,caucasian,F,,5000003010010724.0,76072.0,0.31,7086.0,D,hispanic,M,-0.32,33841027268.0
3728000_2005_11_greensboro_NC_Mayor_mayor_1,3728000,greensboro,2005,11.0,15773.0,1,38087,1.0,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.43,26662266986.0,0.529138585195651,0.5192362969692,0.390172233416574,0.0594620252564549,0.0641163288707075,38087.0,1.0,15773.0,D,caucasian,M,-0.43,26662266986.0,,,,,,,38087.0,1.0,15773.0,D,caucasian,M,-0.43,26662266986.0,,,,,,,,
654652_2014_11_oxnard_CA_Mayor_mayor_1,654652,oxnard,2014,11.0,15764.0,3,71758,1.0,0.6,win,1,0.95,0.05,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.53,4105323471.0,0.493387317162742,0.592705695574193,0.027916012780217,0.735709215341464,0.28575164639585,71758.0,0.6,15764.0,D,caucasian,M,-0.53,4105323471.0,71700.0,0.32,8285.0,D,caucasian,M,71758.0,0.6,15764.0,D,caucasian,M,-0.53,4105323471.0,71700.0,0.32,8285.0,D,caucasian,M,0.27,2696872379.0
