,geo_name,year,month,candidate_count,winner,pid_est,gender_est,race_est,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,challenger_win
542,Oceanside,2004,November,4,0,Democrat,Male,Black,0.505642922362128,0.659178007803853,0.0568123692171552,0.324936188417593,0.22135937063458,1
543,Lincoln,2011,May,2,1,Democrat,Male,Caucasian,0.499605638734133,0.859320356895114,0.0385811268050854,0.0639844393301078,0.0620228550837601,0
544,Apple Valley,2018,November,1,1,Democrat,Female,Caucasian,0.50363716480346,0.794360668154924,0.0803095227204139,0.0610756166741268,0.0626456189193778,0
545,Las Vegas,1995,May,6,1,Democrat,Female,Caucasian,0.492416769422165,0.741384331093019,0.108965813852833,0.1807128760543,0.121230159645772,0
546,Hillsboro,2012,November,1,1,Republican,Male,Caucasian,0.499262813589643,0.724009651456793,0.0203042472683105,0.228504576294268,0.177177192651002,0
547,Dearborn,2001,November,2,1,Democrat,Male,Caucasian,0.502855385318143,0.870873130395209,0.0155272107062653,0.0304290054436613,0.0225233353832033,0
548,Hialeah,1997,November,4,1,Democrat,Male,Hispanic,0.52006448684847,0.885874343679805,0.0226605717357199,0.89510482969764,0.0653518151277593,0
549,Oxnard,2018,November,3,1,Democrat,Male,Caucasian,0.494048546775774,0.703620174416619,0.0266706856850429,0.735937200358368,0.143330335879336,0
550,Raleigh,2007,October,1,1,Democrat,Male,Caucasian,0.513310124818641,0.59266186685914,0.28872875571847,0.100475395912263,0.0902604390517565,0
551,Pawtucket,2020,November,1,1,Democrat,Male,Caucasian,0.494362786036412,0.616154445743555,0.175630532821112,0.252588942709203,0.0239268414898948,0
552,Encinitas,2020,November,2,1,Democrat,Female,Caucasian,0.508028034405862,0.875852182223638,0.0081713921631092,0.138260592545397,0.0416056068811723,0
553,Virginia Beach,2004,May,2,1,Democrat,Unknown,Caucasian,0.507130050883248,0.699402239409655,0.192190119212473,0.0515444064553365,0.071984906155064,0
554,Simi Valley,2014,November,2,1,Republican,Male,Caucasian,0.510734385485206,0.766199676883737,0.0136018144584649,0.24456626186117,0.149944922662687,0
555,Cranston,2010,November,2,1,Republican,Male,Asian,0.505753417841193,0.819261820941197,0.0525706892905569,0.108338412927463,0.0983367957505567,0
556,Gresham,2014,November,1,1,Republican,Male,Caucasian,0.508043411935962,0.771146291488437,0.0404502341901003,0.198689560891594,0.106593967871706,0
558,Elizabeth,2016,November,1,1,Democrat,Unknown,Caucasian,0.499952611120864,0.467765361083718,0.201356217582171,0.628033270644674,0.0867294405852436,0
559,Huntsville,2004,September,2,1,Republican,Female,Caucasian,0.516728848711382,0.628037994295174,0.306121321696692,0.0355764970686585,0.0392966619449234,0
560,Mesa,2004,March,5,1,Republican,Male,Caucasian,0.506021226450649,0.79840477325551,0.0290318159647076,0.223955218785025,0.122729411144511,0
561,Boise City,2007,November,2,1,Democrat,Male,Caucasian,0.505318877012593,0.899260823751762,0.0126772311946381,0.063291499832759,0.053142225442739,0
562,Oakland,2014,November,16,0,Democrat,Female,Asian,0.51580348552398,0.349114721007672,0.263109991509775,0.260285913061242,0.248451303241947,1
563,Providence,1994,November,3,1,Republican,Male,Caucasian,0.523347034006594,0.637707603359133,0.147107840550942,0.213397792162377,0.180735724470959,0
564,Vancouver,2005,November,2,1,Democrat,Male,Caucasian,0.510172887049849,0.828765364382576,0.0272335388519557,0.0832505346786873,0.0911137157377112,0
565,Las Vegas,2015,April,4,1,Democrat,Female,Caucasian,0.498750978431366,0.619678878584431,0.116715916870258,0.322771483112393,0.140388875084508,0
566,Elizabeth,2012,November,1,1,Democrat,Unknown,Caucasian,0.502371462413781,0.520236136986696,0.207649590845267,0.605992125511645,0.15457831264953,0
567,Miami,2013,November,4,1,Republican,Male,Hispanic,0.502942903445263,0.736365976451603,0.18509127226602,0.707864405585706,0.0396952974418498,0
568,Coon Rapids,2018,November,1,1,Unknown,Male,Caucasian,0.516183968212452,0.8444739234715,0.0751069397197357,0.0313728445288999,0.0370331983344879,0
569,Rockford,1997,April,2,1,Democrat,Male,Black,0.520025623893523,0.753083532567797,0.166477362903522,0.0838106711152604,0.0602186885157969,0
571,Glendale,2020,August,2,1,Republican,Male,Caucasian,0.505675650591373,0.771497056248058,0.0676679593080266,0.38221158696275,0.0424755763418384,0
572,San Ramon,2018,November,2,1,Republican,Male,Caucasian,0.499207826068562,0.451801585563872,0.0243499068750107,0.0739244823598643,0.44953060155441,0
573,Miami,1997,November,2,1,Republican,Male,Hispanic,0.507073293718069,0.663251423608885,0.238323097211595,0.647694576981224,0.0632234253402999,0
574,Syracuse,1997,November,4,1,Republican,Male,Caucasian,0.530878180420113,0.674788526008648,0.238424446026344,0.0455807904496678,0.0497952844462104,0
575,Birmingham,2013,August,4,1,Democrat,Male,Black,0.530819286209684,0.233299349398038,0.723390484977834,0.0369954571181323,0.0248194510761443,0
576,North Little Rock,2016,November,1,1,Democrat,Male,Caucasian,0.525233999219965,0.506412386529059,0.424140784710842,0.0604209779940267,0.0199840620367083,0
577,Pleasanton,2016,November,2,1,Republican,Male,Caucasian,0.511952775865689,0.603992220050371,0.0178594708605155,0.0980824286745999,0.31050935160976,0
578,Rochester,2014,November,2,1,Democrat,Male,Caucasian,0.514715588294748,0.809432557963362,0.0703101367036563,0.05465366223847,0.0823457276724754,0
579,El Paso,2005,June,2,0,Republican,Male,Hispanic,0.522808062942333,0.770619648316878,0.0325503890872589,0.786505333814244,0.158545847196846,1
580,St. Louis,2013,April,2,1,Democrat,Male,Caucasian,0.516786950779524,0.447109947194726,0.483772252169313,0.0364708382770908,0.0396142792481934,0
581,Oxnard,2016,November,3,0,Democrat,Male,Hispanic,0.493717931969258,0.648162934995406,0.0272933492326299,0.735823207849916,0.214540991137593,1
582,Lakewood,1995,November,3,1,Republican,Female,Caucasian,0.510664138307635,0.901525711286037,0.0125847916734479,0.11816108446308,0.0639723890643984,0
583,Dayton,1997,November,2,1,Republican,Male,Caucasian,0.521227434700186,0.54864037068201,0.423170045850791,0.0132961907387845,0.012614928180165,0
584,Akron,2019,November,2,1,Democrat,Male,Caucasian,0.520880964515552,0.601222982321621,0.304370993371691,0.0274713932610033,0.0447087278440867,0
585,Greensboro,2017,November,2,1,Democrat,Female,Caucasian,0.533165398011806,0.475836319815849,0.411738403993343,0.0777170354307304,0.0584877607367893,0
586,Irvine,2002,November,2,1,Democrat,Male,Caucasian,0.515459303899343,0.589415402563562,0.015064762370908,0.0774074623869291,0.344138846024784,0
587,Port St. Lucie,2014,November,2,0,Democrat,Female,Hispanic,0.513286575211884,0.739888501696267,0.171397889611962,0.192782359221042,0.0457461010612033,1
588,Inglewood,2018,November,5,1,Democrat,Male,Black,0.516324749258352,0.269610384751554,0.415026776745622,0.50568210871515,0.0725045531092986,0
589,Hialeah,2009,November,2,1,Republican,Male,Hispanic,0.517643572378737,0.921438110799429,0.026648026021032,0.942812350761949,0.0329030273087371,0
590,Garden Grove,2002,November,3,1,Democrat,Male,Caucasian,0.499742638789947,0.454796721218968,0.0130212371080088,0.333436312986627,0.484818128662871,0
591,Burnsville,2020,November,2,1,Republican,Female,Asian,0.521113666389392,0.729102444912006,0.138115509451811,0.0802629218247949,0.0482295183572279,0
592,Hayward,2018,November,2,1,Democrat,Female,Caucasian,0.50322868634429,0.34912183250902,0.100125601591159,0.404235465267959,0.309685407895772,0
593,Escondido,2018,November,2,0,Republican,Male,Caucasian,0.498896710538072,0.703503743076354,0.022764136255672,0.511001764139282,0.12027778323721,1
594,Gresham,2010,November,1,1,Republican,Male,Caucasian,0.509574407636798,0.760081065212039,0.0353429172112052,0.18925317726386,0.147072750345664,0
595,Oxnard,1994,November,1,1,Democrat,Male,Hispanic,0.488674085599485,0.520300452253898,0.0466253135957152,0.591078470890089,0.404536376529728,0
596,St. Louis,2005,April,3,1,Democrat,Male,Caucasian,0.523692676986602,0.438880431591646,0.50209575133403,0.0275126819227798,0.0351155791963361,0
597,Chula Vista,2006,November,2,0,Democrat,Male,Hispanic,0.51523578153329,0.542443964483963,0.0460857626029054,0.547838094073227,0.34525644233592,1
598,Burnsville,2004,November,2,1,Republican,Female,Asian,0.509311755700747,0.835203312987523,0.0645325675102587,0.0487327642418991,0.0678054666688651,0
599,Vancouver,1997,November,2,1,Democrat,Male,Caucasian,0.51225324830038,0.870475098736725,0.0243112246093335,0.0531039097472261,0.0679577988585937,0
600,Wichita,1999,April,2,1,Republican,Male,Caucasian,0.5080643568483,0.759087660238195,0.114083119824298,0.0915750371057949,0.087377421602453,0
601,Topeka,1993,April,2,1,Democrat,Male,Caucasian,0.522815964687628,0.828519453038372,0.109645868654431,0.0670552337889207,0.0391433459987467,0
604,Tracy,2012,November,1,1,Republican,Male,Caucasian,0.503733978417884,0.538832841253476,0.0664998347010405,0.374021533784557,0.284886605778264,0
605,Ann Arbor,1994,November,2,1,Republican,Female,Caucasian,0.505556414531638,0.790578746356238,0.0895543071354403,0.0288570464841749,0.104381030259857,0
606,Medford,2000,November,2,1,Republican,Female,Caucasian,0.520822117363904,0.899927162175001,0.0049561389619026,0.0924882034392121,0.0526490800266016,0
607,Roanoke,2020,November,2,0,Democrat,Male,Caucasian,0.523768253232422,0.623900271090105,0.289764081065011,0.0627135212488285,0.029789678420623,1
608,Raleigh,2005,October,3,1,Democrat,Male,Caucasian,0.510954466925361,0.604206845433398,0.285665617725547,0.0917489849010621,0.0835036315380185,0
609,Yonkers,1999,November,2,1,Republican,Male,Caucasian,0.530490679257503,0.617842131043,0.16362806709758,0.250136924467802,0.174602364857282,0
610,Evansville,1995,November,2,1,Democrat,Male,Caucasian,0.532773216988256,0.879026526974472,0.102232008380283,0.00862303640685,0.0098745145546701,0
611,Milpitas,2020,November,3,1,Democrat,Male,Asian,0.478413421029465,0.157463183973238,0.0338418199881786,0.14220858432788,0.668963869361269,0
612,Long Beach,2002,June,3,1,Democrat,Female,Caucasian,0.509002029100085,0.453441968018546,0.146027907527777,0.367687962994477,0.339588880481112,0
613,Montgomery,2011,August,2,1,Republican,Male,Caucasian,0.530253251653007,0.367926383423384,0.570468797334091,0.0386873152278953,0.0439275162422751,0
614,Wilmington,2004,November,2,1,Democrat,Male,Caucasian,0.523652161373564,0.343422143007313,0.570741468575565,0.108636328075228,0.0604745328482356,0
615,Yonkers,2019,November,3,1,Democrat,Male,Caucasian,0.521810268840467,0.524116089827179,0.197853139418582,0.379411536947679,0.0789914130882731,0
616,Jersey City,2005,May,3,1,Democrat,Male,Caucasian,0.509036040878024,0.333378140578726,0.270868027276478,0.279371119907641,0.33964684526507,0
617,Springfield,2001,November,2,1,Democrat,Male,Caucasian,0.527671069653561,0.556797699286317,0.211396013609423,0.283503720921234,0.186701873487951,0
618,Peoria,2010,August,1,1,Republican,Male,Caucasian,0.520228474994321,0.821627235257846,0.0336351539934443,0.18582416512511,0.104131373121734,0
619,Pawtucket,2012,November,1,1,Democrat,Male,Caucasian,0.515626366168884,0.654956306588414,0.142327995584293,0.208408382796071,0.112167163991463,0
620,St. Cloud,2020,November,2,1,Republican,Male,Caucasian,0.483463478478258,0.770547491948648,0.145894913310098,0.0318524727577536,0.0335877413567448,0
621,Minneapolis,2017,November,11,0,Democrat,Female,Caucasian,0.494680756524669,0.636580878046355,0.190088137353568,0.0987581187510596,0.075371333238783,1
622,Durham,2007,November,2,1,Democrat,Male,Black,0.523023779057904,0.433708353586337,0.418123772269466,0.125193689354109,0.119260499222498,0
623,Melbourne,2000,November,2,1,Republican,Male,Caucasian,0.514681572385195,0.845297133731193,0.0932728138746463,0.0554481521952313,0.0358914011935782,0
624,Chula Vista,2010,June,3,1,Republican,Female,Caucasian,0.515632430836846,0.537033240951803,0.0459953426589482,0.582438216435166,0.350792895914987,0
625,Rancho Cucamonga,2014,November,2,1,Republican,Male,Caucasian,0.506539444949224,0.610571932109253,0.0953431863668047,0.360430673764799,0.18819192649976,0
626,Gilbert,2012,August,2,1,Republican,Male,Caucasian,0.50911020128917,0.819746273752591,0.0346007777749528,0.153456124906354,0.0952938153756401,0
627,Cranston,1994,November,2,1,Democrat,Male,Caucasian,0.51553887683682,0.927256230906941,0.029256105570249,0.0303167870622387,0.0349229197092137,0
628,El Paso,2009,May,6,1,Democrat,Male,Caucasian,0.520928977070589,0.800861903015031,0.0336310614245143,0.802753609509116,0.130361962986335,0
629,Suffolk,2016,November,5,1,Democrat,Female,Caucasian,0.517041250749725,0.517733973095489,0.421538008879859,0.0376400377291754,0.0214916674534736,0
630,Salt Lake City,2015,November,2,0,Democrat,Male,Caucasian,0.488816791456568,0.739859154165866,0.02670669112549,0.220790173545941,0.113058074511705,1
631,Raleigh,1997,October,6,1,Republican,Male,Caucasian,0.50805760573706,0.650690665682885,0.277347048318166,0.0531944539486682,0.055501853987802,0
632,Colorado Springs,1995,April,3,1,Republican,Male,Caucasian,0.508000178967968,0.832825996256088,0.0679213593094083,0.105671326083215,0.0714306470404527,0
633,Ontario,2010,November,2,1,Republican,Male,Hispanic,0.502434054805886,0.510498767721627,0.0644261975061614,0.689862375247066,0.368097410995339,0
634,Worcester,1997,November,2,1,Democrat,Male,Caucasian,0.520916753803259,0.800991768019335,0.0617687657710675,0.134776567240253,0.109403887717819,0
635,Flagstaff,2018,November,1,1,Democrat,Female,Black,0.504658301743541,0.773543356493708,0.0198136319387108,0.191302178879661,0.0433257433792174,0
636,Perris,2020,November,1,1,Democrat,Male,Hispanic,0.490270410143615,0.315836460085393,0.100284642256437,0.768314141544831,0.0385302108940355,0
637,Fairfield,2018,November,2,1,Republican,Male,Caucasian,0.5080464608703,0.486822252351008,0.153152552708546,0.288676102949325,0.192497549520083,0
638,North Little Rock,2004,November,2,1,Democrat,Male,Caucasian,0.530505510922881,0.591371167891099,0.362802661176957,0.0373615916393329,0.0256646543824535,0
639,Durham,2011,November,2,1,Democrat,Male,Black,0.525057970857203,0.43125203812227,0.407263712456348,0.141768081483776,0.126185006855564,0
640,Torrance,2010,June,1,1,Republican,Male,Caucasian,0.513662179072869,0.511097512342029,0.027193718285455,0.161168332897867,0.402769565038023,0
641,Ontario,2018,November,4,1,Republican,Male,Hispanic,0.508271377605214,0.493500522949168,0.0566281677655455,0.697682816755682,0.128093345063969,0
642,Eden Prairie,2014,November,1,1,Republican,Female,Caucasian,0.509828089716516,0.793238480911273,0.0657756251433947,0.0365760300136837,0.107814121187229,0
643,El Paso,2003,May,8,0,Democrat,Male,Hispanic,0.523747605878205,0.755498520967801,0.0320100529186312,0.778381195966807,0.172637789302102,1
644,Suffolk,2012,November,3,1,Democrat,Female,Caucasian,0.51911463496154,0.520921866029367,0.425196715261188,0.0315807869453697,0.0233369694845503,0
645,Rochester,2017,November,5,1,Democrat,Female,Black,0.515456349778879,0.466163319522206,0.404028171868979,0.183268049835343,0.0506659094611749,0
646,Westminster,2018,November,2,1,Republican,Male,Asian,0.510995420826851,0.365212530603632,0.0136291328886961,0.240093488004587,0.506179612807624,0
647,Irvine,2014,November,3,1,Republican,Male,Asian,0.511678020915701,0.493566861176148,0.0173250469459572,0.0966928666082016,0.424892965874784,0
648,Warwick,2020,November,2,0,Democrat,Male,Caucasian,0.524625584927092,0.910955267739187,0.0201005025125628,0.0513624634227649,0.0304470756732063,1
649,Dayton,2005,November,2,1,Democrat,Male,Black,0.515271820876795,0.525391850080224,0.430099325679331,0.0226686188675471,0.017816744341372,0
650,Greensboro,2001,November,1,1,Democrat,Male,Caucasian,0.528597725659396,0.547788284267551,0.377208598391066,0.0467022008894444,0.0524604106348103,0
651,St. Paul,2005,November,2,0,Democrat,Male,Caucasian,0.513781475675858,0.635660626183853,0.137021686796632,0.0874549666470281,0.176151216676142,1
652,Oxnard,2006,November,3,1,Democrat,Male,Caucasian,0.491148631080877,0.45739790828722,0.0326319898278632,0.70615918748388,0.449514628935571,0
653,Salinas,2018,November,3,1,Democrat,Male,Caucasian,0.495283413479029,0.390676761518436,0.016039707693479,0.784365993499061,0.135407416840252,0
654,Santa Maria,2020,November,3,1,Republican,Female,Hispanic,0.505413089320681,0.820671411357132,0.0126619219762012,0.760129537580961,0.0531800723000452,0
656,Hillsboro,2004,November,2,1,Democrat,Male,Caucasian,0.491213598798349,0.758147472006825,0.0152465097720251,0.203868720190725,0.179178074255544,0
657,Greensboro,2015,November,2,1,Democrat,Female,Caucasian,0.532208044184424,0.478039174967396,0.410206510623377,0.0770583983691554,0.0642587510021578,0
658,Springfield,1999,April,2,1,Republican,Female,Caucasian,0.53107423195981,0.814669727109564,0.151058690791211,0.0116231663643287,0.0188300740202998,0
659,La Mesa,2018,November,1,1,Republican,Male,Caucasian,0.527742902078318,0.714380279190576,0.080163291831618,0.234409810964995,0.0882103939960933,0
660,Wichita,2019,November,3,0,Republican,Male,Caucasian,0.508102493123775,0.740697466688689,0.109966294093035,0.170039229489033,0.0567838283593527,1
661,Livermore,2014,November,1,1,Democrat,Male,Caucasian,0.507074358621421,0.75141776956931,0.0198766851111914,0.204438375170796,0.150531423624245,0
662,Fort Collins,2013,April,2,1,Unknown,Unknown,Caucasian,0.499737213860136,0.888312229672024,0.013127380304267,0.105743275783716,0.0526547789175921,0
663,Durham,2005,November,2,1,Democrat,Male,Black,0.52199608368218,0.439829985652115,0.42382663193833,0.113883962468239,0.109262542427429,0
664,Union City,2008,November,1,1,Democrat,Male,Caucasian,0.505621389540194,0.251906136720384,0.0640551832318208,0.230836496508429,0.612362335998145,0
665,Arvada,2019,November,3,1,Unknown,Unknown,Caucasian,0.511444172536552,0.909629917872856,0.0125227726972346,0.142746398121245,0.0239555293236939,0
666,Napa,2012,November,2,1,Republican,Female,Caucasian,0.506604747028043,0.755144818665378,0.0064030350750882,0.381856155874691,0.163939095551058,0
667,Fort Lauderdale,2000,March,2,1,Democrat,Male,Caucasian,0.476197037999436,0.642670131301797,0.288785212307329,0.0945294198704699,0.0283667001318924,0
668,Hendersonville,2008,November,1,1,Republican,Male,Caucasian,0.516324164195912,0.894997486402941,0.0584592322850064,0.0323920783566009,0.0264459451268708,0
669,Santee,2012,November,2,1,Republican,Male,Caucasian,0.517885224217878,0.820976422818226,0.0203471572366875,0.166005035216806,0.0861117770420318,0
670,Oxnard,2002,November,1,1,Democrat,Male,Hispanic,0.489571174612045,0.433004599842673,0.0361026397803354,0.6768371446432,0.470856300958777,0
671,Boise City,2001,November,7,1,Unknown,Male,Caucasian,0.504817481619534,0.918328877895015,0.0084407449329133,0.047841835680821,0.0417922018519904,0
672,Buffalo,2009,November,2,1,Democrat,Male,Black,0.521795179870902,0.508215710994328,0.384313673701255,0.102324062402086,0.0697792516612683,0
673,Garden Grove,1996,November,4,1,Democrat,Male,Caucasian,0.49688807537607,0.550564448019629,0.0138693892763644,0.288601336132007,0.403839009653972,0
674,North Little Rock,2000,November,1,1,Democrat,Male,Caucasian,0.532705640957755,0.625502622739232,0.33979779259676,0.0242086277365016,0.0180034087336389,0
675,Buffalo,1997,November,4,0,Republican,Male,Caucasian,0.531310645163913,0.575278240186127,0.352564077297938,0.0675513388681185,0.0472752661975103,1
676,Duluth,2011,November,1,1,Democrat,Male,Caucasian,0.510608763966496,0.903149587591744,0.0230209013646132,0.0159207908023516,0.0177053450610266,0
677,Miami,1997,November,2,0,Republican,Male,Hispanic,0.507073293718069,0.663251423608885,0.238323097211595,0.647694576981224,0.0632234253402999,1
678,Dayton,2001,November,2,0,Republican,Male,Caucasian,0.517243882706581,0.531972261542652,0.431035781707755,0.0171755136506901,0.0146261185323114,1
679,Ann Arbor,1998,November,3,1,Republican,Female,Caucasian,0.505710974913338,0.761380501691234,0.0887279295493681,0.0319184144516697,0.122441891164287,0
680,Pawtucket,2004,November,1,1,Democrat,Male,Caucasian,0.523829630706849,0.718210634923969,0.0974672785652453,0.162343964853753,0.12362702548182,0
681,Sioux Falls,2014,April,2,1,Democrat,Male,Caucasian,0.502971054628269,0.858730731987287,0.0502388342968826,0.0486103023037406,0.0329053738681204,0
682,Loveland,2015,November,1,1,Democrat,Male,Hispanic,0.511858194334621,0.925972550542047,0.0054352360733883,0.120136136291128,0.0282620669353844,0
683,Worcester,1995,November,3,1,Democrat,Male,Caucasian,0.521693809664993,0.820938429299327,0.0570279207099924,0.123632137652867,0.101242242469321,0
684,Jackson,2014,April,2,0,Democrat,Male,Black,0.536984231050733,0.176679641278243,0.804919529164368,0.0150102764437906,0.0082643003701612,1
685,Yonkers,1995,November,2,0,Democrat,Male,Caucasian,0.531873650665696,0.681960775060374,0.153635985355817,0.213343863692294,0.139190949772166,1
686,San Marcos,2010,November,1,1,Republican,Male,Caucasian,0.511142144400282,0.635406595767537,0.0234778768455855,0.366395722180447,0.282796815507096,0
687,Raleigh,2009,October,4,1,Democrat,Male,Caucasian,0.515665782711922,0.581116888284881,0.291791893711392,0.109201806923465,0.0970172465654944,0
690,Palm Bay,2012,November,3,0,Democrat,Male,Caucasian,0.516228836003001,0.730835100008126,0.178549736412192,0.147228461949089,0.0441820201836408,1
691,Birmingham,2017,October,2,0,Democrat,Male,Black,0.529308351718429,0.24747692144056,0.709187660526808,0.0379240092077369,0.0168007791075284,1
692,Providence,2014,November,3,0,Republican,Male,Caucasian,0.517250444578268,0.518913459477635,0.163563884564523,0.401883807165927,0.181835161518959,1
693,Santee,2008,November,3,1,Republican,Male,Caucasian,0.516738160692428,0.833657511515487,0.0187874632913617,0.153002979029899,0.0884675707733305,0
694,Berkeley,2002,November,3,0,Democrat,Female,Caucasian,0.509365097901427,0.592410251951521,0.129034163736116,0.0995614370823068,0.217066188017486,1
695,Wichita,2007,April,6,0,Republican,Male,Caucasian,0.50708303134307,0.729186800059898,0.114464117283842,0.135670439859133,0.104845819717631,1
696,Flint,1999,November,2,1,Democrat,Male,Black,0.530366186779837,0.422060925473507,0.527393596644142,0.0298063334844472,0.0157819711200744,0
697,Wichita,2011,April,2,1,Democrat,Male,Black,0.507086289790275,0.721776755186051,0.114056380804695,0.154534538019587,0.10469039682601,0
698,Cedar Rapids,1993,November,2,1,Republican,Male,Caucasian,0.517618543671928,0.944259182588574,0.0312598127290991,0.0131309408697774,0.0166886075840957,0
699,Pleasanton,2008,November,2,1,Democrat,Female,Caucasian,0.509700573706325,0.696504083322751,0.0162972331527712,0.0984250087147821,0.238446476950727,0
701,Jackson,1993,June,2,1,Democrat,Male,Caucasian,0.536145358954657,0.388366226284449,0.602139635846793,0.0055022696133796,0.0064159111157482,0
702,Tacoma,1993,November,2,0,Democrat,Female,Caucasian,0.51514704566815,0.754247720752989,0.113404358428101,0.0469839923024463,0.0934989833912221,1
703,Durham,1999,November,2,1,Republican,Male,Caucasian,0.521020845172982,0.461329526017226,0.439988412932753,0.0782272095436015,0.0781745188513598,0
704,Fayetteville,2012,November,2,1,Democrat,Male,Caucasian,0.496421439192827,0.829873134000103,0.0619733028359109,0.0665312869916575,0.0559774883972657,0
705,Scottsdale,2008,September,2,0,Republican,Female,Caucasian,0.517366294986852,0.898558007820371,0.0159073751196553,0.0846727472942846,0.0563557934142326,1
706,Vancouver,1999,November,2,1,Democrat,Male,Caucasian,0.509359794571381,0.855552626485196,0.0247889834794184,0.0596582086080426,0.0754110281511556,0
707,Miami,2005,November,5,1,Democrat,Male,Caucasian,0.502439217802849,0.695982261745077,0.207768139636678,0.678582056480127,0.056491963207671,0
708,Winston-Salem,1993,November,2,1,Democrat,Female,Caucasian,0.537893152094499,0.583009167728996,0.386101239181349,0.0319369048828135,0.0237021538272288,0
709,Eagan,1994,November,1,1,Republican,Male,Caucasian,0.505750700416033,0.914049849602884,0.028097465813201,0.0164922498614586,0.047111373591378,0
710,Bridgeport,1993,November,3,1,Democrat,Male,Caucasian,0.524555280564875,0.54486295365429,0.278470527985043,0.281132769976856,0.156520999856607,0
711,Fort Collins,2001,April,2,1,Republican,Male,Hispanic,0.498033088693345,0.895708099620231,0.010409307107216,0.0890217532578316,0.0619527616631384,0
712,Westminster,2006,November,1,1,Republican,Female,Caucasian,0.503427600716312,0.397461061632948,0.0096286663588403,0.228430668820362,0.550875686638084,0
713,Fort Collins,2009,April,2,1,Republican,Male,Caucasian,0.500300023234203,0.891025999774607,0.0118983747595365,0.0998506692507004,0.0605246577528592,0
715,Jersey City,2009,May,5,1,Democrat,Male,Caucasian,0.506655409082724,0.32801966701767,0.260967710391947,0.276413245052058,0.360281861207604,0
716,Huntsville,2008,October,2,0,Democrat,Female,Caucasian,0.514913428827931,0.611400355278925,0.310174584537136,0.0507694678188663,0.0491778412585074,1
717,Springfield,1993,November,2,1,Democrat,Male,Caucasian,0.528336392156623,0.648234806485945,0.197102764202046,0.199844545596258,0.139925493765726,0
718,Sparks,2014,November,2,1,Republican,Male,Caucasian,0.502438912788256,0.746270610282517,0.0248944597733865,0.277983093961042,0.128885749138055,0
719,Augusta-Richmond County,2018,May,2,1,Democrat,Male,Black,0.516117973618461,0.369099668054467,0.567286731716203,0.0474386639510852,0.0218331354967299,0
720,Springfield,2015,April,2,1,Democrat,Male,Caucasian,0.515169740806193,0.884017273381591,0.0422444130334339,0.0399221587585705,0.0266322015553189,0
721,Chandler,2008,September,1,1,Republican,Male,Caucasian,0.507361627330857,0.740727630907836,0.045170591956678,0.217502794029433,0.163527534460485,0
722,Greensboro,2009,November,2,0,Democrat,Female,Black,0.529679444731906,0.490684309670849,0.403135868442083,0.0722218496234655,0.0757722471066046,1
723,Yonkers,2007,November,2,1,Republican,Male,Caucasian,0.527377868805867,0.571130853719275,0.180468107518836,0.32042669479294,0.19979714851709,0
724,Chino,2016,November,2,1,Republican,Female,Caucasian,0.457454494648109,0.539734070111309,0.0577580875832393,0.521343382138511,0.218601845277017,0
725,Fort Collins,2017,April,4,1,Republican,Male,Caucasian,0.498608978937903,0.885474219509518,0.0145178764218543,0.11179526516226,0.0423996244556158,0
726,Elizabeth,2004,November,2,1,Democrat,Male,Caucasian,0.504467986569063,0.553254524645833,0.204201066892789,0.534719096926178,0.182827613970712,0
727,Cedar Rapids,1999,November,2,1,Republican,Female,Caucasian,0.513490475752845,0.922284770687811,0.0362719210150414,0.0165332626972393,0.0228476822294415,0
728,Santa Ana,2014,November,4,1,Democrat,Male,Hispanic,0.489379299599668,0.435794566970103,0.0135489577112843,0.776518372678777,0.335290864622065,0
729,Burnsville,2012,November,2,1,Democrat,Female,Asian,0.514596493766055,0.765738905060403,0.107827393337316,0.079144150709933,0.0783621176468378,0
730,Tallahassee,2010,August,3,1,Democrat,Male,Black,0.529386467889908,0.574337288285109,0.349963611503176,0.0625551340860974,0.0502492060691602,0
731,Naperville,1999,April,2,1,Unknown,Unknown,Caucasian,0.510229067926012,0.859251332361396,0.0293573222634622,0.0309575023054633,0.0990015426756616,0
732,Santa Maria,2016,November,2,1,Republican,Female,Hispanic,0.501060074218608,0.717340317307383,0.0142508954134788,0.73779298979316,0.172761659042036,0
733,Blaine,2004,November,2,1,Democrat,Male,Caucasian,0.503484075255015,0.896810684089447,0.0200794001303347,0.0232042403330597,0.0559100303951216,0
734,Syracuse,2005,November,3,1,Democrat,Male,Caucasian,0.526475840882157,0.601396108060959,0.274039443521721,0.0678217285863911,0.0695680923847071,0
735,Cedar Rapids,2001,November,2,0,Republican,Female,Caucasian,0.512391397731003,0.914742019964625,0.0389741776311368,0.0186960174882344,0.0247458034318507,1
736,Blaine,2016,November,2,1,Democrat,Male,Caucasian,0.506196228622821,0.814655652501156,0.0503340217241326,0.0431865464486625,0.0873788606973915,0
737,Springfield,2011,April,1,1,Democrat,Male,Caucasian,0.515187078608015,0.886660631568818,0.0411715499755566,0.0373315082040834,0.0312628156888115,0
738,Fort Worth,2007,May,3,1,Democrat,Male,Caucasian,0.508369132246023,0.60677776675084,0.19311189786606,0.327848877015939,0.164003747408398,0
740,Albany,1997,November,2,1,Democrat,Male,Caucasian,0.52779675004701,0.668384933453204,0.258893710527536,0.0485893561849585,0.0488483824736603,0
