,geo_name,year,votes,vote_share,incumbent,winner,prob_democrat,prob_republican,pid_est,prob_male,prob_female,gender_est,prob_black,prob_white,prob_hispanic,prob_asian,prob_other,race_est,contributor.cfscore,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,candidate_count,cpi_prevYear,unemployment_prevYear,pid_est_knn,gender_est_knn,race_est_knn
2043,Cape Coral,2013,7901.0,0.5,1.0,0,0.17,0.83,Republican,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.83,0.50943943800054,0.885512685968166,0.0455983184741,0.198920346780669,0.0397977799048763,2,229.5860833333333,8.1,1.0,1.0,2.0
931,Carlsbad,1998,17394.0,0.74,1.0,1,0.98,0.02,Democrat,0.8055726738293127,0.1944273261706872,Unknown,0.37,0.56,0.04,0.04,0.0,Caucasian,-0.3620114576702737,0.507320240171302,0.871928925587351,0.0100590563614342,0.121318312919162,0.089827160120234,2,160.525,4.9,0.0,0.8053922562335293,2.0
2552,Carlsbad,1998,5954.0,0.26,0.0,0,0.15,0.85,Republican,1.0,0.0,Male,0.0,0.99,0.01,0.0,0.0,Caucasian,0.8224900398406375,0.507320240171302,0.871928925587351,0.0100590563614342,0.121318312919162,0.089827160120234,2,160.525,4.9,1.0,1.0,2.0
1019,Carlsbad,2002,16244.0,0.64,1.0,1,0.98,0.02,Democrat,0.8055726738293127,0.1944273261706872,Unknown,0.37,0.56,0.04,0.04,0.0,Caucasian,-0.3620114576702737,0.510750229376334,0.857989762724733,0.010317184725651,0.120315231663143,0.0951474294648662,2,177.04166666666666,4.7,0.0,0.8053922562335293,2.0
1803,Carlsbad,2002,9045.0,0.36,0.0,0,0.11,0.89,Republican,1.0,0.0,Male,0.01,0.99,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.510750229376334,0.857989762724733,0.010317184725651,0.120315231663143,0.0951474294648662,2,177.04166666666666,4.7,1.0,1.0,2.0
904,Carlsbad,2010,17785.0,0.46,0.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.59,0.511193604739481,0.827937490505848,0.013092435060003,0.132804192617348,0.112477214036154,4,214.56466666666668,9.3,1.0,1.0,2.0
1068,Carlsbad,2010,15662.0,0.41,0.0,0,0.01,0.99,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.01,0.511193604739481,0.827937490505848,0.013092435060003,0.132804192617348,0.112477214036154,4,214.56466666666668,9.3,1.0,1.0,2.0
3371,Carlsbad,2010,3424.0,0.09,1.0,0,0.85,0.15,Democrat,1.0,0.0,Male,0.11,0.87,0.02,0.0,0.0,Caucasian,-0.3620114576702737,0.511193604739481,0.827937490505848,0.013092435060003,0.132804192617348,0.112477214036154,4,214.56466666666668,9.3,0.0,1.0,2.0
4085,Carlsbad,2010,1665.0,0.04,0.0,0,0.11,0.89,Republican,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.511193604739481,0.827937490505848,0.013092435060003,0.132804192617348,0.112477214036154,4,214.56466666666668,9.3,1.0,1.0,2.0
466,Carlsbad,2018,29558.0,0.56,1.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.59,0.514656775616045,0.844781917503724,0.0098305514654504,0.137451580998503,0.0866127963996966,2,245.121,4.4,1.0,1.0,2.0
626,Carlsbad,2018,23649.0,0.44,0.0,0,0.98,0.02,Democrat,0.0,1.0,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.78,0.514656775616045,0.844781917503724,0.0098305514654504,0.137451580998503,0.0866127963996966,2,245.121,4.4,0.0,0.0,2.0
2946,Carmel,2003,4679.0,0.74,1.0,1,0.0,1.0,Republican,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.26,0.51387628783854,0.904684279309942,0.0192137073894633,0.0196505723479922,0.0629329141429013,2,179.86666666666667,5.8,1.0,1.0,2.0
4088,Carmel,2003,1658.0,0.26,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.07,0.92,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.51387628783854,0.904684279309942,0.0192137073894633,0.0196505723479922,0.0629329141429013,2,179.86666666666667,5.8,0.4171351472903081,0.8053922562335293,2.0
3874,Carrollton,1998,2107.0,0.55,1.0,1,0.5732651225545311,0.42673487744546884,Unknown,0.97,0.03,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.505262949658703,0.741244568830972,0.0598686696770987,0.176732939409009,0.172588898073516,3,160.525,4.9,0.4171351472903081,1.0,2.0
4092,Carrollton,1998,1639.0,0.43,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.01,0.99,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.505262949658703,0.741244568830972,0.0598686696770987,0.176732939409009,0.172588898073516,3,160.525,4.9,0.4171351472903081,1.0,2.0
5070,Carrollton,1998,89.0,0.02,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.0,0.99,0.01,0.0,0.0,Caucasian,-0.14590909090909085,0.505262949658703,0.741244568830972,0.0598686696770987,0.176732939409009,0.172588898073516,3,160.525,4.9,0.4171351472903081,1.0,2.0
3875,Carrollton,2002,2106.0,0.9,1.0,1,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.505935997013971,0.702254400848829,0.066893275281664,0.216206517697078,0.197923557069643,2,177.04166666666666,4.7,0.4171351472903081,1.0,2.0
4901,Carrollton,2002,237.0,0.1,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.0,0.99,0.01,0.0,0.0,Caucasian,-0.14590909090909085,0.505935997013971,0.702254400848829,0.066893275281664,0.216206517697078,0.197923557069643,2,177.04166666666666,4.7,0.4171351472903081,1.0,2.0
3613,Carrollton,2008,2766.0,0.55,0.0,1,0.04,0.96,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.509698941695368,0.652760758830812,0.0797034946434846,0.278931349316458,0.231261286758531,2,207.34416666666667,4.6,1.0,1.0,2.0
3774,Carrollton,2008,2308.0,0.45,1.0,0,0.04,0.96,Republican,0.0,1.0,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,1.07,0.509698941695368,0.652760758830812,0.0797034946434846,0.278931349316458,0.231261286758531,2,207.34416666666667,4.6,1.0,0.0,2.0
3365,Carrollton,2011,3445.0,0.65,0.0,1,0.04,0.96,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.11,0.511225776977631,0.641635515500976,0.0856738301404718,0.302552190513441,0.233231372229123,2,218.0761666666667,9.6,1.0,1.0,2.0
3985,Carrollton,2011,1857.0,0.35,1.0,0,0.04,0.96,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.511225776977631,0.641635515500976,0.0856738301404718,0.302552190513441,0.233231372229123,2,218.0761666666667,9.6,1.0,1.0,2.0
3181,Carson,1997,4022.0,0.36,0.0,1,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.514679485075727,0.283958484776312,0.256306377446658,0.328049447865393,0.418388210911946,4,156.85833333333332,5.4,0.4171351472903081,1.0,2.0
3229,Carson,1997,3867.0,0.34,1.0,0,0.75,0.25,Democrat,1.0,0.0,Male,0.0,0.0,0.0,1.0,0.0,Asian,0.25,0.514679485075727,0.283958484776312,0.256306377446658,0.328049447865393,0.418388210911946,4,156.85833333333332,5.4,0.0,1.0,0.0
3664,Carson,1997,2614.0,0.23,0.0,0,0.85,0.15,Democrat,0.99,0.01,Male,0.19,0.8,0.0,0.01,0.0,Caucasian,-0.3620114576702737,0.514679485075727,0.283958484776312,0.256306377446658,0.328049447865393,0.418388210911946,4,156.85833333333332,5.4,0.0,1.0,2.0
4542,Carson,1997,754.0,0.07,0.0,0,0.62,0.38,Democrat,0.98,0.02,Male,0.48,0.46,0.05,0.0,0.0,Black,-0.3620114576702737,0.514679485075727,0.283958484776312,0.256306377446658,0.328049447865393,0.418388210911946,4,156.85833333333332,5.4,0.0,1.0,1.0
3129,Carson,1999,4170.0,0.46,1.0,1,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.516409191262101,0.265899902815775,0.25486225806415,0.342137066595942,0.427764679836282,3,163.00833333333335,4.5,0.4171351472903081,1.0,2.0
3645,Carson,1999,2663.0,0.3,0.0,0,0.75,0.25,Democrat,1.0,0.0,Male,0.0,0.0,0.0,1.0,0.0,Asian,0.25,0.516409191262101,0.265899902815775,0.25486225806415,0.342137066595942,0.427764679836282,3,163.00833333333335,4.5,0.0,1.0,0.0
3846,Carson,1999,2176.0,0.24,0.0,0,0.85,0.15,Democrat,0.99,0.01,Male,0.19,0.8,0.0,0.01,0.0,Caucasian,-0.3620114576702737,0.516409191262101,0.265899902815775,0.25486225806415,0.342137066595942,0.427764679836282,3,163.00833333333335,4.5,0.0,1.0,2.0
1554,Carson,2000,10577.0,0.57,1.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.02,0.96,0.02,0.0,0.0,Caucasian,1.16,0.483348266198982,0.852965285853175,0.0180338181748861,0.142326095659302,0.0838210343710086,2,166.58333333333334,4.2,1.0,1.0,2.0
2045,Carson,2000,7875.0,0.43,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.95,0.05,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.483348266198982,0.852965285853175,0.0180338181748861,0.142326095659302,0.0838210343710086,2,166.58333333333334,4.2,0.4171351472903081,1.0,2.0
2929,Carson,2001,4726.0,0.48,0.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.77,0.517656459576518,0.255022877254219,0.252556782369264,0.352879575333279,0.436156834548393,6,172.1916666666667,4.0,0.0,1.0,2.0
3974,Carson,2001,1869.0,0.19,0.0,0,0.91,0.09,Democrat,0.92,0.08,Male,0.0,0.0,1.0,0.0,0.0,Hispanic,-0.3620114576702737,0.517656459576518,0.255022877254219,0.252556782369264,0.352879575333279,0.436156834548393,6,172.1916666666667,4.0,0.0,1.0,3.0
4206,Carson,2001,1393.0,0.14,0.0,0,0.75,0.25,Democrat,1.0,0.0,Male,0.0,0.0,0.0,1.0,0.0,Asian,0.25,0.517656459576518,0.255022877254219,0.252556782369264,0.352879575333279,0.436156834548393,6,172.1916666666667,4.0,0.0,1.0,0.0
4281,Carson,2001,1224.0,0.12,0.0,0,0.95,0.05,Democrat,0.02,0.98,Female,0.17,0.28,0.03,0.52,0.0,Asian,-0.23,0.517656459576518,0.255022877254219,0.252556782369264,0.352879575333279,0.436156834548393,6,172.1916666666667,4.0,0.0,0.0,0.0
4698,Carson,2001,479.0,0.05,0.0,0,0.85,0.15,Democrat,0.99,0.01,Male,0.19,0.8,0.0,0.01,0.0,Caucasian,-0.3620114576702737,0.517656459576518,0.255022877254219,0.252556782369264,0.352879575333279,0.436156834548393,6,172.1916666666667,4.0,0.0,1.0,2.0
4908,Carson,2001,231.0,0.02,1.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.517656459576518,0.255022877254219,0.252556782369264,0.352879575333279,0.436156834548393,6,172.1916666666667,4.0,0.4171351472903081,1.0,2.0
1448,Carson,2004,11385.0,0.51,1.0,1,0.5732651225545311,0.42673487744546884,Unknown,0.97,0.03,Male,0.0,0.0,1.0,0.0,0.0,Hispanic,-0.14590909090909085,0.482403213799065,0.836032889353928,0.0184477468516697,0.170621984420946,0.0972369344048536,2,184.0,6.0,0.4171351472903081,1.0,3.0
1530,Carson,2004,10733.0,0.49,1.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.02,0.96,0.02,0.0,0.0,Caucasian,1.16,0.482403213799065,0.836032889353928,0.0184477468516697,0.170621984420946,0.0972369344048536,2,184.0,6.0,1.0,1.0,2.0
2541,Carson,2005,5984.0,0.56,1.0,1,0.96,0.04,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.51,0.519186120461439,0.247631938929071,0.246223118354732,0.367674372821527,0.450972515548161,4,188.9083333333333,5.5,0.0,1.0,2.0
3380,Carson,2005,3389.0,0.32,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.28,0.6,0.07,0.04,0.0,Caucasian,-0.14590909090909085,0.519186120461439,0.247631938929071,0.246223118354732,0.367674372821527,0.450972515548161,4,188.9083333333333,5.5,0.4171351472903081,0.8053922562335293,2.0
4475,Carson,2005,862.0,0.08,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.05,0.2,0.38,0.36,0.01,Hispanic,-0.14590909090909085,0.519186120461439,0.247631938929071,0.246223118354732,0.367674372821527,0.450972515548161,4,188.9083333333333,5.5,0.4171351472903081,1.0,3.0
4683,Carson,2005,501.0,0.05,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.78,0.21,0.0,0.0,0.0,Black,-0.3620114576702737,0.519186120461439,0.247631938929071,0.246223118354732,0.367674372821527,0.450972515548161,4,188.9083333333333,5.5,0.0,1.0,1.0
2127,Carson,2009,7511.0,0.62,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.51,0.52071578134636,0.240241000603923,0.239889454340201,0.382469170309775,0.46578819654793,3,215.25425,5.8,0.0,1.0,2.0
2957,Carson,2009,4656.0,0.38,0.0,0,0.91,0.09,Democrat,0.92,0.08,Male,0.0,0.0,1.0,0.0,0.0,Hispanic,-0.3620114576702737,0.52071578134636,0.240241000603923,0.239889454340201,0.382469170309775,0.46578819654793,3,215.25425,5.8,0.0,1.0,3.0
5116,Carson,2009,45.0,0.0,0.0,0,0.85,0.15,Democrat,0.8055726738293127,0.1944273261706872,Unknown,0.04,0.95,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.52071578134636,0.240241000603923,0.239889454340201,0.382469170309775,0.46578819654793,3,215.25425,5.8,0.0,0.8053922562335293,2.0
2431,Carson,2013,6419.0,0.41,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.51,0.519054731146331,0.247906791770857,0.23823767843694,0.382316987485786,0.408626888170396,3,229.5860833333333,8.1,0.0,1.0,2.0
2868,Carson,2013,4932.0,0.32,0.0,0,0.86,0.14,Democrat,0.0,1.0,Female,0.97,0.03,0.0,0.0,0.0,Black,-0.3620114576702737,0.519054731146331,0.247906791770857,0.23823767843694,0.382316987485786,0.408626888170396,3,229.5860833333333,8.1,0.0,0.0,1.0
3076,Carson,2013,4305.0,0.27,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.02,0.98,Female,1.0,0.0,0.0,0.0,0.0,Black,-0.14590909090909085,0.519054731146331,0.247906791770857,0.23823767843694,0.382316987485786,0.408626888170396,3,229.5860833333333,8.1,0.4171351472903081,0.0,1.0
913,Carson,2016,17660.0,0.55,0.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.17,0.517011265725072,0.257420317519079,0.238169318537312,0.378466105289735,0.34776165954292,2,237.00175,5.3,0.0,1.0,2.0
1142,Carson,2016,14674.0,0.45,1.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.51,0.517011265725072,0.257420317519079,0.238169318537312,0.378466105289735,0.34776165954292,2,237.00175,5.3,0.0,1.0,2.0
1362,Carson,2016,12151.0,0.54,1.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.18,0.484216867411062,0.816244297142043,0.0199510460367459,0.230107929274648,0.0629923666550142,2,237.00175,5.3,0.0,1.0,2.0
1563,Carson,2016,10531.0,0.46,0.0,0,0.01,0.99,Republican,1.0,0.0,Male,0.16,0.82,0.01,0.01,0.0,Caucasian,0.72,0.484216867411062,0.816244297142043,0.0199510460367459,0.230107929274648,0.0629923666550142,2,237.00175,5.3,1.0,1.0,2.0
1194,Carson,2020,14033.0,0.33,0.0,1,0.5732651225545311,0.42673487744546884,Unknown,0.02,0.98,Female,1.0,0.0,0.0,0.0,0.0,Black,-0.14590909090909085,0.514286645163392,0.270105018516708,0.238078172004474,0.373331595695001,0.266608021372951,4,255.65258333333333,3.7,0.4171351472903081,0.0,1.0
1229,Carson,2020,13637.0,0.32,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.51,0.514286645163392,0.270105018516708,0.238078172004474,0.373331595695001,0.266608021372951,4,255.65258333333333,3.7,0.0,1.0,2.0
1644,Carson,2020,9984.0,0.23,1.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.17,0.514286645163392,0.270105018516708,0.238078172004474,0.373331595695001,0.266608021372951,4,255.65258333333333,3.7,0.0,1.0,2.0
2753,Carson,2020,5320.0,0.12,0.0,0,0.06,0.94,Republican,0.8055726738293127,0.1944273261706872,Unknown,0.11,0.82,0.05,0.02,0.0,Caucasian,1.21,0.514286645163392,0.270105018516708,0.238078172004474,0.373331595695001,0.266608021372951,4,255.65258333333333,3.7,1.0,0.8053922562335293,2.0
1625,Cary,2007,10122.0,0.58,0.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.38,0.509919296215014,0.758482493845736,0.0742827513689538,0.0664889989674719,0.139914471934861,2,201.55833333333337,4.6,0.0,1.0,2.0
2215,Cary,2007,7194.0,0.42,1.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.01,0.509919296215014,0.758482493845736,0.0742827513689538,0.0664889989674719,0.139914471934861,2,201.55833333333337,4.6,1.0,1.0,2.0
1593,Cary,2011,10321.0,0.58,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.38,0.512872895199711,0.725676562834507,0.0803106833489004,0.0761742021962455,0.161615222798346,2,218.0761666666667,9.6,0.0,1.0,2.0
2179,Cary,2011,7332.0,0.42,0.0,0,0.04,0.96,Republican,0.0,1.0,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,1.2,0.512872895199711,0.725676562834507,0.0803106833489004,0.0761742021962455,0.161615222798346,2,218.0761666666667,9.6,1.0,0.0,2.0
1233,Cary,2019,13597.0,0.85,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.38,0.509492272541964,0.680075267205401,0.0846726013284142,0.0724675639133911,0.184205579656027,5,251.09949999999995,3.9,0.0,1.0,2.0
3740,Cary,2019,2376.0,0.15,0.0,0,0.6,0.4,Democrat,0.8055726738293127,0.1944273261706872,Unknown,0.06,0.93,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.509492272541964,0.680075267205401,0.0846726013284142,0.0724675639133911,0.184205579656027,5,251.09949999999995,3.9,0.0,0.8053922562335293,2.0
5188,Cary,2019,10.0,0.0,0.0,0,0.1,0.9,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.23,0.509492272541964,0.680075267205401,0.0846726013284142,0.0724675639133911,0.184205579656027,5,251.09949999999995,3.9,1.0,1.0,2.0
5205,Cary,2019,7.0,0.0,0.0,0,1.0,0.0,Democrat,0.8055726738293127,0.1944273261706872,Unknown,0.0,0.0,0.0,1.0,0.0,Asian,-0.92,0.509492272541964,0.680075267205401,0.0846726013284142,0.0724675639133911,0.184205579656027,5,251.09949999999995,3.9,0.0,0.8053922562335293,0.0
5220,Cary,2019,5.0,0.0,0.0,0,0.86,0.14,Democrat,1.0,0.0,Male,0.01,0.97,0.02,0.0,0.0,Caucasian,-0.93,0.509492272541964,0.680075267205401,0.0846726013284142,0.0724675639133911,0.184205579656027,5,251.09949999999995,3.9,0.0,1.0,2.0
2557,Cathedral City,2004,5943.0,0.51,0.0,1,0.5732651225545311,0.42673487744546884,Unknown,0.02,0.98,Female,0.1,0.44,0.4,0.06,0.0,Caucasian,-0.14590909090909085,0.490247373789481,0.645946197673635,0.0269466433746805,0.534877269173389,0.275221069001043,2,184.0,6.0,0.4171351472903081,0.0,2.0
2592,Cathedral City,2004,5822.0,0.49,1.0,0,0.05,0.95,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.91,0.490247373789481,0.645946197673635,0.0269466433746805,0.534877269173389,0.275221069001043,2,184.0,6.0,1.0,1.0,2.0
2471,Cathedral City,2008,6276.0,0.51,1.0,1,0.26,0.74,Republican,0.02,0.98,Female,0.22,0.52,0.22,0.04,0.0,Caucasian,0.8224900398406375,0.48716579126316,0.638974253391212,0.0264822144582268,0.57002419389113,0.282170043833681,4,207.34416666666667,4.6,1.0,0.0,2.0
3375,Cathedral City,2008,3415.0,0.28,0.0,0,0.95,0.05,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.56,0.48716579126316,0.638974253391212,0.0264822144582268,0.57002419389113,0.282170043833681,4,207.34416666666667,4.6,0.0,1.0,2.0
4141,Cathedral City,2008,1539.0,0.12,0.0,0,0.85,0.15,Democrat,0.8055726738293127,0.1944273261706872,Unknown,0.17,0.6,0.02,0.2,0.0,Caucasian,-0.3620114576702737,0.48716579126316,0.638974253391212,0.0264822144582268,0.57002419389113,0.282170043833681,4,207.34416666666667,4.6,0.0,0.8053922562335293,2.0
4321,Cathedral City,2008,1149.0,0.09,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.92,0.08,Male,0.23,0.75,0.01,0.01,0.0,Caucasian,-0.14590909090909085,0.48716579126316,0.638974253391212,0.0264822144582268,0.57002419389113,0.282170043833681,4,207.34416666666667,4.6,0.4171351472903081,1.0,2.0
3223,Cathedral City,2010,3883.0,0.42,1.0,1,0.26,0.74,Republican,0.02,0.98,Female,0.22,0.52,0.22,0.04,0.0,Caucasian,0.8224900398406375,0.485625,0.63548828125,0.02625,0.58759765625,0.28564453125,4,214.56466666666668,9.3,1.0,0.0,2.0
3378,Cathedral City,2010,3401.0,0.37,0.0,0,0.79,0.21,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.485625,0.63548828125,0.02625,0.58759765625,0.28564453125,4,214.56466666666668,9.3,0.0,1.0,2.0
4266,Cathedral City,2010,1254.0,0.13,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.02,0.98,Female,0.03,0.96,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.485625,0.63548828125,0.02625,0.58759765625,0.28564453125,4,214.56466666666668,9.3,0.4171351472903081,0.0,2.0
4540,Cathedral City,2010,761.0,0.08,0.0,0,0.85,0.15,Democrat,0.8055726738293127,0.1944273261706872,Unknown,0.17,0.6,0.02,0.2,0.0,Caucasian,-0.3620114576702737,0.485625,0.63548828125,0.02625,0.58759765625,0.28564453125,4,214.56466666666668,9.3,0.0,0.8053922562335293,2.0
2617,Cathedral City,2012,5729.0,0.47,1.0,1,0.26,0.74,Republican,0.02,0.98,Female,0.22,0.52,0.22,0.04,0.0,Caucasian,0.8224900398406375,0.488398817079677,0.659616778025369,0.0264528395606822,0.587270023007616,0.240823147490204,3,224.923,8.9,1.0,0.0,2.0
2624,Cathedral City,2012,5716.0,0.46,0.0,0,0.68,0.32,Democrat,0.97,0.03,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.21,0.488398817079677,0.659616778025369,0.0264528395606822,0.587270023007616,0.240823147490204,3,224.923,8.9,0.0,1.0,2.0
4478,Cathedral City,2012,858.0,0.07,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.488398817079677,0.659616778025369,0.0264528395606822,0.587270023007616,0.240823147490204,3,224.923,8.9,0.4171351472903081,1.0,2.0
946,Cedar Rapids,1993,17198.0,0.78,1.0,1,0.05,0.95,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.91,0.517618543671928,0.944259182588574,0.0312598127290991,0.0131309408697774,0.0166886075840957,2,140.3083333333333,7.5,1.0,1.0,2.0
2888,Cedar Rapids,1993,4842.0,0.22,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.99,0.01,Male,0.0,0.98,0.0,0.01,0.0,Caucasian,-0.14590909090909085,0.517618543671928,0.944259182588574,0.0312598127290991,0.0131309408697774,0.0166886075840957,2,140.3083333333333,7.5,0.4171351472903081,1.0,2.0
1280,Cedar Rapids,1997,12990.0,0.61,1.0,1,0.0,1.0,Republican,0.06,0.94,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.59,0.51486649839254,0.929609574654732,0.0346012182530606,0.0153991554214187,0.0207946573476595,2,156.85833333333332,5.4,1.0,0.0,2.0
1948,Cedar Rapids,1997,8336.0,0.39,0.0,0,0.11,0.89,Republican,0.03,0.97,Female,0.03,0.97,0.0,0.0,0.0,Caucasian,0.61,0.51486649839254,0.929609574654732,0.0346012182530606,0.0153991554214187,0.0207946573476595,2,156.85833333333332,5.4,1.0,0.0,2.0
985,Cedar Rapids,1999,16643.0,0.54,1.0,1,0.0,1.0,Republican,0.06,0.94,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.59,0.513490475752845,0.922284770687811,0.0362719210150414,0.0165332626972393,0.0228476822294415,2,163.00833333333335,4.5,1.0,0.0,2.0
1168,Cedar Rapids,1999,14285.0,0.46,0.0,0,0.03,0.97,Republican,1.0,0.0,Male,0.08,0.91,0.0,0.0,0.0,Caucasian,0.98,0.513490475752845,0.922284770687811,0.0362719210150414,0.0165332626972393,0.0228476822294415,2,163.00833333333335,4.5,1.0,1.0,2.0
772,Cedar Rapids,2001,20210.0,0.55,0.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.11,0.512391397731003,0.914742019964625,0.0389741776311368,0.0186960174882344,0.0247458034318507,2,172.1916666666667,4.0,1.0,1.0,2.0
1001,Cedar Rapids,2001,16450.0,0.45,1.0,0,0.0,1.0,Republican,0.06,0.94,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.59,0.512391397731003,0.914742019964625,0.0389741776311368,0.0186960174882344,0.0247458034318507,2,172.1916666666667,4.0,1.0,0.0,2.0
557,Cedar Rapids,2003,26001.0,0.78,1.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.11,0.511569264327012,0.906981322485174,0.0427079881013471,0.021887419794404,0.0264890209548873,2,179.86666666666667,5.8,1.0,1.0,2.0
2144,Cedar Rapids,2003,7463.0,0.22,0.0,0,0.35,0.65,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.4,0.511569264327012,0.906981322485174,0.0427079881013471,0.021887419794404,0.0264890209548873,2,179.86666666666667,5.8,1.0,1.0,2.0
