contest,full_name,ledb_candid,fips,geo_name,year,month,votes,vote_share,incumbent,winner,n_winners,prob_democrat,prob_republican,pid_est,prob_male,prob_female,gender_est,prob_black,prob_white,prob_hispanic,prob_asian,prob_other,race_est,contributor.cfscore,bonica.cid,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,candidate_count,cpi_prevYear,unemployment_prevYear
669084_2014_11_santa clara_CA_Mayor_mayor_1,jamie matthews,74852,669084,santa clara,2014,11.0,14889.0,0.7,1.0,win,1,0.83,0.17,D,0.29,0.71,F,0.0,1.0,0.0,0.0,0.0,caucasian,,2562806900.0,0.489142024709856,0.429426004192938,0.0280865436626959,0.185633634486877,0.452003639627149,2,232.95174999999998,7.4
1369000_2019_12_savannah_GA_Mayor_mayor_1,van johnson,6088,1369000,savannah,2019,12.0,14888.0,0.62,0.0,win,1,1.0,0.0,D,0.99,0.01,M,1.0,0.0,0.0,0.0,0.0,black,,36061247453.0,0.52363473840079,0.388197840991797,0.540737208158407,0.0570116158420457,0.0273493808809635,2,251.09949999999995,3.9
3345140_1993_11_manchester_NH_Mayor_mayor_1,raymond wieczorek,27225,3345140,manchester,1993,11.0,14881.0,0.67,1.0,win,1,0.01,0.99,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.06,5513083257.0,0.517581335920494,0.954039143032121,0.0131023108427057,0.0287724720814617,0.0253068790404364,2,140.3083333333333,7.5
1759000_2009_4_peoria_IL_Mayor_mayor_1,jim ardis,11606,1759000,peoria,2009,4.0,14873.0,0.9,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.04,3552202097.0,0.524099801269046,0.630699877171734,0.267309217915122,0.0465563496743559,0.0645811368542012,2,215.25424999999998,5.8
653000_2014_11_oakland_CA_Mayor_mayor_1,joe tuman,71401,653000,oakland,2014,11.0,14873.0,0.1,0.0,lose,1,0.85,0.15,D,1.0,0.0,M,0.02,0.88,0.1,0.0,0.0,caucasian,,,0.51580348552398,0.349114721007672,0.263109991509775,0.260285913061242,0.248451303241947,16,232.95174999999998,7.4
5374060_2009_11_vancouver_WA_Mayor_mayor_1,royce pollard,56475,5374060,vancouver,2009,11.0,14862.0,0.46,1.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.511980742524222,0.813304543601092,0.0289980796019516,0.0995026759908765,0.100694574089931,2,215.25424999999998,5.8
1230000_2013_11_hialeah_FL_Mayor_mayor_1,carlos hernandez,3268,1230000,hialeah,2013,11.0,14826.0,0.81,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.33,2544797644.0,0.519426657669987,0.924619504951847,0.0257730261663853,0.950771340312635,0.0228177834095182,3,229.58608333333333,8.1
648354_1999_11_modesto_CA_Mayor_mayor_1,richard lang,70673,648354,modesto,1999,11.0,14810.0,0.38,1.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.515092188539252,0.706814769898427,0.0384156809677056,0.246564919862512,0.189225378135258,4,163.00833333333335,4.5
621712_2018_11_el cajon_CA_Mayor_mayor_1,bill wells,65332,621712,el cajon,2018,11.0,14803.0,0.64,1.0,win,1,0.15,0.85,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,2719889334.0,0.499643872138881,0.732752711171582,0.0604986208575897,0.278931308387315,0.0593783189830198,3,245.121,4.4
952000_1995_11_new haven_CT_Mayor_mayor_1,john destefano,79127,952000,new haven,1995,11.0,14800.0,0.79,1.0,win,1,0.97,0.03,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.525463205254504,0.48654088788865,0.367491218644958,0.17302586678849,0.122732891088964,2,148.225,6.1
908000_1999_11_bridgeport_CT_Mayor_mayor_1,joseph ganim,78749,908000,bridgeport,1999,11.0,14795.0,0.81,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.52,2924988061.0,0.523230371711704,0.463760409316271,0.303474765920884,0.313395345629225,0.178045136125304,4,163.00833333333335,4.5
660466_2016_11_rialto_CA_Mayor_mayor_1,deborah robertson,72907,660466,rialto,2016,11.0,14784.0,0.6,1.0,win,1,0.06,0.94,R,0.0,1.0,F,1.0,0.0,0.0,0.0,0.0,black,0.62,5000036022544265.0,0.507540841676875,0.553200527457293,0.143429532703936,0.716068753085012,0.150879766176348,2,237.00175000000002,5.3
648354_2020_11_modesto_CA_Mayor_mayor_1,rick countryman,70672,648354,modesto,2020,11.0,14772.0,0.18,0.0,lose,1,0.15,0.85,R,1.0,0.0,M,0.0,0.99,0.0,0.0,0.0,caucasian,,,0.505676901079881,0.747319110509087,0.0447332279790797,0.402307446288144,0.0707049328366633,8,255.65258333333335,3.7
2404000_1995_11_baltimore_MD_Mayor_mayor_1,victor clark,18182,2404000,baltimore,1995,11.0,14763.0,0.21,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.85,0.14,0.0,0.01,0.0,black,0.88,5653904881.0,0.533448248910999,0.353647541870896,0.617731273218701,0.0136576864576776,0.0179390598826393,2,148.225,6.1
2567000_2001_11_springfield_MA_Mayor_mayor_1,paul caron,19638,2567000,springfield,2001,11.0,14742.0,0.44,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.23,4558958433.0,0.527671069653561,0.556797699286317,0.211396013609423,0.283503720921234,0.186701873487951,2,172.1916666666667,4.0
653322_2016_11_oceanside_CA_Mayor_mayor_1,jim gibson,71451,653322,oceanside,2016,11.0,14734.0,0.24,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.01,0.99,0.0,0.0,0.0,caucasian,1.05,2869944667.0,0.50729103841694,0.704324185623254,0.0459503060063211,0.360567674211328,0.137839409190616,5,237.00175000000002,5.3
3921000_2005_11_dayton_OH_Mayor_mayor_1,david bohardt,40397,3921000,dayton,2005,11.0,14721.0,0.45,0.0,lose,1,0.0,1.0,R,0.99,0.01,M,0.0,0.97,0.02,0.0,0.0,caucasian,,,0.515271820876795,0.525391850080224,0.430099325679331,0.0226686188675471,0.017816744341372,2,188.9083333333333,5.5
657792_2008_11_pleasanton_CA_Mayor_mayor_1,steve brozosky,72399,657792,pleasanton,2008,11.0,14717.0,0.46,0.0,lose,1,0.23,0.77,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,3765376312.0,0.509700573706325,0.696504083322751,0.0162972331527712,0.0984250087147821,0.238446476950727,2,207.34416666666667,4.6
4858016_2021_5_plano_TX_Mayor_mayor_1,leilei bao,51944,4858016,plano,2021,5.0,14705.0,0.43,0.0,lose,1,0.0,1.0,R,0.01,0.99,F,0.05,0.32,0.12,0.5,0.0,asian,1.51,35227918756.0,,,,,,3,258.85574999999994,8.1
137000_2000_8_huntsville_AL_Mayor_mayor_1,loretta spencer,6130,137000,huntsville,2000,8.0,14696.0,0.58,1.0,win,1,0.12,0.88,R,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.89,5000002439738501.0,0.518544268594832,0.644675633311422,0.302068058856247,0.0203835263184507,0.0294154826313394,4,166.58333333333334,4.2
1230000_1994_12_hialeah_FL_Mayor_mayor_1,nilo juri,3331,1230000,hialeah,1994,12.0,14689.0,0.48,0.0,lose,1,0.0,1.0,R,0.97,0.03,M,0.2,0.39,0.31,0.1,0.0,caucasian,0.97,3723254204.0,0.521064760887944,0.891628202771303,0.0212374755813775,0.886826992746279,0.0717907298363842,2,144.475,6.9
1270600_2010_8_tallahassee_FL_Mayor_mayor_1,steve stewart,4504,1270600,tallahassee,2010,8.0,14682.0,0.45,0.0,lose,1,0.67,0.33,D,1.0,0.0,M,0.24,0.74,0.01,0.01,0.0,caucasian,,2492766429.0,0.529386467889908,0.574337288285109,0.349963611503176,0.0625551340860974,0.0502492060691602,3,214.56466666666668,9.3
611530_2016_11_carson_CA_Mayor_mayor_1,jim dear,63635,611530,carson,2016,11.0,14674.0,0.45,1.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.51,3274161080.0,0.517011265725072,0.257420317519079,0.238169318537312,0.378466105289735,0.34776165954292,2,237.00175000000002,5.3
622020_2018_11_elk grove_CA_Mayor_mayor_1,tracie stafford,65486,622020,elk grove,2018,11.0,14654.0,0.25,1.0,lose,1,1.0,0.0,D,0.0,1.0,F,1.0,0.0,0.0,0.0,0.0,black,,,0.517982496806625,0.453326156565823,0.114703017281803,0.183667797902197,0.299003401453699,3,245.121,4.4
1772000_2019_4_springfield_IL_Mayor_mayor_1,james 'jim' langfelder,11812,1772000,springfield,2019,4.0,14642.0,0.58,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.526206961782901,0.732325765744902,0.197652059162796,0.0268748791937043,0.0304247037035388,2,251.09949999999995,3.9
3651000_2005_11_new york_NY_Mayor_mayor_1,thomas ognibene,35492,3651000,new york,2005,11.0,14630.0,0.01,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.6,3827505829.0,0.525646773085678,0.443310286840985,0.260708068207853,0.27777198392884,0.245356809277593,8,188.9083333333333,5.5
2567000_2011_11_springfield_MA_Mayor_mayor_1,domenic sarno,19632,2567000,springfield,2011,11.0,14620.0,0.72,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.09,109678688.0,0.525421570572559,0.529822086045531,0.221291681919491,0.394534745107005,0.187718476592077,2,218.0761666666667,9.6
3719000_1993_11_durham_NC_Mayor_mayor_1,sylvia kerckhoff,37810,3719000,durham,1993,11.0,14616.0,0.6,0.0,win,1,0.44,0.56,R,0.03,0.97,F,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.530584844753659,0.498502287221232,0.451416203866346,0.0339325952838374,0.0416157293209749,2,140.3083333333333,7.5
653896_2006_NA_ontario_CA_Mayor_mayor_1,paul leon,71574,653896,ontario,2006,,14615.0,0.71,1.0,win,1,0.02,0.98,R,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,0.97,3135076235.0,0.500899698232535,0.497619898326243,0.068689830916438,0.65342580135942,0.374064317223189,2,195.26666666666665,5.1
827425_2003_4_fort collins_CO_Mayor_mayor_1,ray martinez,78334,827425,fort collins,2003,4.0,14613.0,0.58,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,,111596057.0,0.498599822328559,0.894537574658825,0.0107815740202961,0.0917289822560488,0.0615957356855686,3,179.86666666666667,5.8
656784_2018_11_petaluma_CA_Mayor_mayor_1,teresa barrett,72215,656784,petaluma,2018,11.0,14592.0,0.54,0.0,win,1,,,,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.50607537310395,0.780401199875118,0.0122173804066054,0.218145965873772,0.0631439348551452,3,245.121,4.4
655156_2005_11_palmdale_CA_Mayor_mayor_1,james ledford,71870,655156,palmdale,2005,11.0,14570.0,0.8,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,33055163499.0,0.510236728518068,0.519045869299689,0.146711347363421,0.460530743966118,0.271800455549294,2,188.9083333333333,5.5
2053775_2017_11_overland park_KS_Mayor_mayor_1,carl gerlach,14674,2053775,overland park,2017,11.0,14561.0,0.63,1.0,win,1,0.13,0.87,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.07,3125066377.0,0.508626315236904,0.830104676105873,0.0462442797669102,0.0656199278982972,0.0851671364964736,2,240.00541666666666,4.9
662000_2001_11_riverside_CA_Mayor_mayor_1,ronald loveridge,73166,662000,riverside,2001,11.0,14560.0,0.55,1.0,win,1,0.99,0.01,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.33,32373424436.0,0.507224013419805,0.590418229115694,0.0737330220001988,0.392259760531704,0.273905512858066,4,172.1916666666667,4.0
1230000_1993_11_hialeah_FL_Mayor_mayor_1,raul martinez,3334,1230000,hialeah,1993,11.0,14540.0,0.5,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,-0.38,29185886881.0,0.521398185567768,0.893546155801802,0.0207631101965968,0.884067713762492,0.0739370347392592,2,140.3083333333333,7.5
3712000_1997_11_charlotte_NC_Mayor_mayor_1,james 'jim' harwood,37329,3712000,charlotte,1997,11.0,14520.0,0.22,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.04,0.96,0.0,0.0,0.0,caucasian,-0.52,4618031045.0,0.514521216785411,0.604607816037162,0.324385947776737,0.0557347631366264,0.0558702858777226,2,156.85833333333332,5.4
2071000_2009_4_topeka_KS_Mayor_mayor_1,william bunten,14868,2071000,topeka,2009,4.0,14500.0,0.64,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.16,29105834173.0,0.521722379469939,0.764587392325604,0.113542326960539,0.129072579081343,0.0603796884682235,3,215.25424999999998,5.8
3601000_2001_11_albany_NY_Mayor_mayor_1,gerald jennings,30869,3601000,albany,2001,11.0,14478.0,0.81,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,110502895.0,0.523867171929065,0.625119724325402,0.283999960213271,0.0589061161703973,0.0572396418694961,4,172.1916666666667,4.0
3775000_1997_11_winston-salem_NC_Mayor_mayor_1,martha wood,38473,3775000,winston-salem,1997,11.0,14444.0,0.43,1.0,lose,1,1.0,0.0,D,0.03,0.97,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.93,5000000108908911.0,0.533289641188869,0.56742631174261,0.377475355443778,0.0630339235919515,0.0413477013701768,2,156.85833333333332,5.4
602252_2008_11_antioch_CA_Mayor_mayor_1,donald p. freitas,59166,602252,antioch,2008,11.0,14437.0,0.49,1.0,lose,1,0.98,0.02,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.79,27455136582.0,0.51284195214351,0.522048064836467,0.157554848306697,0.297711851863158,0.235939958822599,2,207.34416666666667,4.6
662000_2009_11_riverside_CA_Mayor_mayor_1,ronald 'ron' loveridge,73166,662000,riverside,2009,11.0,14387.0,0.69,1.0,win,1,0.99,0.01,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.33,32373424436.0,0.506136803000794,0.567771257357239,0.0708536506639778,0.479304399890644,0.299249770131877,2,215.25424999999998,5.8
648354_2020_11_modesto_CA_Mayor_mayor_1,kristi ah you,70617,648354,modesto,2020,11.0,14363.0,0.17,0.0,lose,1,0.86,0.14,D,0.0,1.0,F,0.01,0.59,0.03,0.37,0.0,caucasian,,5000034075539758.0,0.505676901079881,0.747319110509087,0.0447332279790797,0.402307446288144,0.0707049328366633,8,255.65258333333335,3.7
4419180_1994_11_cranston_RI_Mayor_mayor_1,michael sepe,44242,4419180,cranston,1994,11.0,14362.0,0.43,0.0,lose,1,0.89,0.11,D,1.0,0.0,M,0.04,0.92,0.04,0.0,0.0,caucasian,,107748705.0,0.51553887683682,0.927256230906941,0.029256105570249,0.0303167870622387,0.0349229197092137,2,144.475,6.9
658072_2012_11_pomona_CA_Mayor_mayor_1,elliott rothman,72442,658072,pomona,2012,11.0,14359.0,0.49,1.0,win,1,0.52,0.48,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.50110416097912,0.479124475493898,0.0699284644063436,0.707679536201019,0.332540478675287,3,224.923,8.9
648354_2021_2_modesto_CA_Mayor_mayor_1,doug ridenour,70577,648354,modesto,2021,2.0,14337.0,0.42,0.0,lose,1,0.1,0.9,R,1.0,0.0,M,0.0,0.98,0.02,0.0,0.0,caucasian,0.89,111860739.0,,,,,,2,258.85574999999994,8.1
624680_2006_NA_fontana_CA_Mayor_mayor_1,mark nuaimi,66213,624680,fontana,2006,,14336.0,0.77,1.0,win,1,0.59,0.41,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.41,3741279854.0,0.503408009854661,0.464488980800911,0.107227695689067,0.631646873030623,0.366689490500185,2,195.26666666666665,5.1
3651000_1997_11_new york_NY_Mayor_mayor_1,sal albanese,35423,3651000,new york,1997,11.0,14316.0,0.01,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.12,30567139751.0,0.527510845324756,0.469403162561867,0.272299896973666,0.261922178255771,0.219124182765178,6,156.85833333333332,5.4
1871000_1995_11_south bend_IN_Mayor_mayor_1,joseph kernan,13133,1871000,south bend,1995,11.0,14309.0,0.82,1.0,win,1,0.96,0.04,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.22,2862952868.0,0.525598858202072,0.710406371257813,0.227514132096622,0.0590624216222147,0.0441957895694339,2,148.225,6.1
1912000_1999_11_cedar rapids_IA_Mayor_mayor_1,larry johnson,13400,1912000,cedar rapids,1999,11.0,14285.0,0.46,0.0,lose,1,0.03,0.97,R,1.0,0.0,M,0.08,0.91,0.0,0.0,0.0,caucasian,0.98,2340664746.0,0.513490475752845,0.922284770687811,0.0362719210150414,0.0165332626972393,0.0228476822294415,2,163.00833333333335,4.5
1230000_1993_11_hialeah_FL_Mayor_mayor_1,nilo juri,3331,1230000,hialeah,1993,11.0,14267.0,0.5,0.0,lose,1,0.0,1.0,R,0.97,0.03,M,0.2,0.39,0.31,0.1,0.0,caucasian,0.97,3723254204.0,0.521398185567768,0.893546155801802,0.0207631101965968,0.884067713762492,0.0739370347392592,2,140.3083333333333,7.5
827425_1995_4_fort collins_CO_Mayor_mayor_1,ann azari,78315,827425,fort collins,1995,4.0,14261.0,0.75,1.0,win,1,1.0,0.0,D,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.35,5000003717259028.0,0.500965838398613,0.914639764302136,0.0099886350716516,0.0791413917887145,0.0570803596304809,2,148.225,6.1
1077580_1996_11_wilmington_DE_Mayor_mayor_1,james sills,533,1077580,wilmington,1996,11.0,14257.0,0.61,1.0,win,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.32,2293636533.0,0.527757432424667,0.381639639828792,0.54795597005825,0.0873856706144507,0.0562462080164897,2,152.38333333333335,5.6
5182000_2016_11_virginia beach_VA_Mayor_mayor_1,george furman,55068,5182000,virginia beach,2016,11.0,14238.0,0.08,0.0,lose,1,0.4,0.6,R,1.0,0.0,M,0.1,0.89,0.01,0.0,0.0,caucasian,,,0.509193872812632,0.668553615406616,0.192574898311381,0.0754972776923694,0.0730763961736858,4,237.00175000000002,5.3
2707966_2006_11_brooklyn park_MN_Mayor_mayor_1,steve lampi,23542,2707966,brooklyn park,2006,11.0,14237.0,0.68,1.0,win,1,,,,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.507713146961761,0.599265432952313,0.203650008889798,0.0498680151493609,0.157846759468445,2,195.26666666666665,5.1
5374060_2013_11_vancouver_WA_Mayor_mayor_1,bill turlay,56420,5374060,vancouver,2013,11.0,14207.0,0.47,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.04,3721256105.0,0.511986086393268,0.806995006699464,0.0275908793164826,0.114074234038358,0.0890108106026921,2,229.58608333333333,8.1
684550_2014_11_westminster_CA_Mayor_mayor_1,tri ta,76739,684550,westminster,2014,11.0,14198.0,0.85,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,0.0,0.0,1.0,0.0,asian,,32373557567.0,0.508265238088702,0.361182869798979,0.0115469551579633,0.238083332223161,0.549558073201284,2,232.95174999999998,7.4
5548000_2015_4_madison_WI_Mayor_mayor_1,scott resnick,57849,5548000,madison,2015,4.0,14195.0,0.27,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.85,26712670182.0,0.506346547368732,0.787505490286233,0.0713395572483883,0.069028980881844,0.0962345912351129,2,236.715,6.2
1754820_1993_4_oak lawn_IL_Mayor_mayor_1,ernest kolb,11577,1754820,oak lawn,1993,4.0,14186.0,0.75,1.0,win,1,0.32,0.68,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,3172114524.0,0.533738640891444,0.967808207360832,0.0044769568140578,0.0324475741648494,0.0209565233923769,2,140.3083333333333,7.5
5374060_2001_11_vancouver_WA_Mayor_mayor_1,royce pollard,56475,5374060,vancouver,2001,11.0,14184.0,0.64,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.508365031575476,0.844226185164061,0.0254689981019598,0.0669983933664981,0.0815328573854915,2,172.1916666666667,4.0
626000_2008_11_fremont_CA_Mayor_mayor_1,gus morrison,66520,626000,fremont,2008,11.0,14167.0,0.21,1.0,lose,1,0.69,0.31,D,0.97,0.03,M,0.0,1.0,0.0,0.0,0.0,caucasian,,103201908.0,0.501698141999992,0.358110227883026,0.0327463590159567,0.145397048584685,0.545768694788191,4,207.34416666666667,4.6
980000_1995_11_waterbury_CT_Mayor_mayor_1,edward bergin,79420,980000,waterbury,1995,11.0,14166.0,0.45,1.0,lose,1,0.97,0.03,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.52694528865581,0.733444108121766,0.146422589696485,0.175750637301098,0.0981438338585719,3,148.225,6.1
2567000_2005_11_springfield_MA_Mayor_mayor_1,charles ryan,19631,2567000,springfield,2005,11.0,14164.0,0.64,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.05,109932683.0,0.526862863950136,0.539699231429808,0.216380917588812,0.330131537103111,0.195091934738976,2,188.9083333333333,5.5
2621000_2009_11_dearborn_MI_Mayor_mayor_1,john 'jack' o'reilly,22713,2621000,dearborn,2009,11.0,14150.0,0.88,1.0,win,1,0.96,0.04,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.55,2380704721.0,0.505366072056587,0.888760756016605,0.0376329045384384,0.0340451451320463,0.0255686223864415,2,215.25424999999998,5.8
4804000_2017_5_arlington_TX_Mayor_mayor_1,jeff williams,48189,4804000,arlington,2017,5.0,14134.0,0.71,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,,caucasian,0.98,4020280007.0,0.508380968779053,0.596428868032428,0.215698790363776,0.289232327654122,0.100370131673411,2,240.00541666666666,4.9
2634000_2011_11_grand rapids_MI_Mayor_mayor_1,george heartwell,22961,2634000,grand rapids,2011,11.0,14132.0,0.81,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.28,4102330727.0,0.512318481979765,0.648331758235105,0.206421622565133,0.156152703009572,0.0893377819788546,2,218.0761666666667,9.6
670224_2020_11_santee_CA_Mayor_mayor_1,stephen houlahan,75367,670224,santee,2020,11.0,14110.0,0.47,0.0,lose,1,0.68,0.32,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.62,110013764.0,0.523262453068498,0.803588421544371,0.0225790265930758,0.178573282350295,0.058065297506791,2,255.65258333333335,3.7
952000_2001_11_new haven_CT_Mayor_mayor_1,john destefano,79127,952000,new haven,2001,11.0,14107.0,0.74,1.0,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.520966940470274,0.433660043144093,0.371595794210938,0.21992993543565,0.15129279621493,5,172.1916666666667,4.0
5176432_2020_11_suffolk_VA_Mayor_mayor_1,linda tatum johnson,55015,5176432,suffolk,2020,11.0,14090.0,0.29,1.0,lose,1,1.0,0.0,D,0.02,0.98,F,0.04,0.96,0.0,0.0,0.0,caucasian,-0.54,5000002718886263.0,0.514967866537911,0.514546080161611,0.417879302498529,0.043699288512981,0.0196463654223969,4,255.65258333333335,3.7
4474300_2016_11_warwick_RI_Mayor_mayor_1,richard corrente,44563,4474300,warwick,2016,11.0,14086.0,0.35,0.0,lose,1,1.0,0.0,D,0.99,0.01,M,0.06,0.74,0.16,0.04,0.0,caucasian,-0.22,108131475.0,0.523445759317006,0.91740246197891,0.0187711588715787,0.0444956278504463,0.0317964048775061,2,237.00175000000002,5.3
4055000_2010_3_oklahoma city_OK_Mayor_mayor_1,mick cornett,41379,4055000,oklahoma city,2010,3.0,14073.0,0.58,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.17,2535791578.0,0.507661220105552,0.626976943063695,0.150610604501042,0.172479607723462,0.13532609538982,2,214.56466666666668,9.3
606000_2020_11_berkeley_CA_Mayor_mayor_1,wayne hsiung,60830,606000,berkeley,2020,11.0,14064.0,0.24,0.0,lose,1,0.97,0.03,D,1.0,0.0,M,0.04,0.07,0.02,0.84,0.04,asian,,36228312062.0,0.505107626455941,0.588097295962465,0.0789727126805778,0.11403053874964,0.209688438901922,4,255.65258333333335,3.7
832155_2013_11_greeley_CO_Mayor_mayor_1,thomas 'tom' norton,78414,832155,greeley,2013,11.0,14056.0,0.72,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.14,0.85,0.01,0.0,0.0,caucasian,1.0,29065819887.0,0.506920950922306,0.818704729475759,0.0188581379561546,0.367749358583086,0.106651614233522,2,229.58608333333333,8.1
3921000_2009_11_dayton_OH_Mayor_mayor_1,rhine mclin,40404,3921000,dayton,2009,11.0,14045.0,0.48,1.0,lose,1,1.0,0.0,D,0.92,0.08,M,1.0,0.0,0.0,0.0,0.0,black,-0.31,4018278545.0,0.513299759047009,0.518811438617796,0.429162869650906,0.0281617240844042,0.0210073701504326,2,215.25424999999998,5.8
1765000_2009_4_rockford_IL_Mayor_mayor_1,lawrence morrissey,11704,1765000,rockford,2009,4.0,14045.0,0.63,1.0,win,1,0.61,0.39,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.516902541015629,0.658700945219494,0.201988384044082,0.151973554658654,0.100630610539286,4,215.25424999999998,5.8
611530_2020_11_carson_CA_Mayor_mayor_1,lula davis-holmes,63647,611530,carson,2020,11.0,14033.0,0.33,0.0,win,1,,,,0.02,0.98,F,1.0,0.0,0.0,0.0,0.0,black,,,0.514286645163392,0.270105018516708,0.238078172004474,0.373331595695001,0.266608021372951,4,255.65258333333335,3.7
3916000_1993_11_cleveland_OH_Mayor_mayor_1,david lee rock,40150,3916000,cleveland,1993,11.0,14026.0,0.16,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.52952684764607,0.470919341094354,0.47887724077193,0.0538925387923707,0.0404161642977995,2,140.3083333333333,7.5
4459000_2018_11_providence_RI_Mayor_mayor_1,dianne witman,44383,4459000,providence,2018,11.0,14016.0,0.33,0.0,lose,1,0.82,0.18,D,0.02,0.98,F,0.07,0.88,0.04,0.0,0.0,caucasian,,5000036020827630.0,0.516420885561879,0.540062346551006,0.166733030808875,0.422762008912909,0.100676198056173,3,245.121,4.4
2754880_2014_11_rochester_MN_Mayor_mayor_1,cindy maves,24359,2754880,rochester,2014,11.0,13993.0,0.41,0.0,lose,1,0.14,0.86,R,0.02,0.98,F,0.01,0.99,0.0,0.0,0.0,caucasian,,5000026772913646.0,0.514715588294748,0.809432557963362,0.0703101367036563,0.05465366223847,0.0823457276724754,2,232.95174999999998,7.4
